sample: 0, mc_sample: 10, mean reward: 35.762, std reward: 14.088
sample: 1, mc_sample: 10, mean reward: 39.143, std reward: 11.723
sample: 2, mc_sample: 10, mean reward: 34.334, std reward: 13.696
sample: 3, mc_sample: 10, mean reward: 41.637, std reward: 14.539
sample: 4, mc_sample: 10, mean reward: 47.397, std reward: 7.845
sample: 5, mc_sample: 10, mean reward: 37.773, std reward: 12.12
sample: 6, mc_sample: 10, mean reward: 35.566, std reward: 15.28
sample: 7, mc_sample: 10, mean reward: 46.41, std reward: 13.622
sample: 8, mc_sample: 10, mean reward: 37.924, std reward: 11.981
sample: 9, mc_sample: 10, mean reward: 38.166, std reward: 9.676
sample: 10, mc_sample: 10, mean reward: 24.619, std reward: 15.37
sample: 11, mc_sample: 10, mean reward: 24.417, std reward: 18.802
sample: 12, mc_sample: 10, mean reward: 38.02, std reward: 18.262
sample: 13, mc_sample: 10, mean reward: 36.3, std reward: 11.717
sample: 14, mc_sample: 10, mean reward: 53.272, std reward: 9.708
sample: 15, mc_sample: 10, mean reward: 41.762, std reward: 8.272
sample: 16, mc_sample: 10, mean reward: 36.087, std reward: 13.133
sample: 17, mc_sample: 10, mean reward: 33.908, std reward: 15.799
sample: 18, mc_sample: 10, mean reward: 49.79, std reward: 16.877
sample: 19, mc_sample: 10, mean reward: 36.121, std reward: 10.743
sample: 20, mc_sample: 10, mean reward: 27.279, std reward: 25.849
sample: 21, mc_sample: 10, mean reward: 37.401, std reward: 17.632
sample: 22, mc_sample: 10, mean reward: 40.329, std reward: 8.233
sample: 23, mc_sample: 10, mean reward: 24.509, std reward: 15.067
sample: 24, mc_sample: 10, mean reward: 27.547, std reward: 11.126
sample: 25, mc_sample: 10, mean reward: 62.551, std reward: 9.747
sample: 26, mc_sample: 10, mean reward: 56.938, std reward: 7.834
sample: 27, mc_sample: 10, mean reward: 64.699, std reward: 5.836
sample: 28, mc_sample: 10, mean reward: 61.854, std reward: 5.456
sample: 29, mc_sample: 10, mean reward: 57.662, std reward: 6.71
sample: 30, mc_sample: 10, mean reward: 61.697, std reward: 10.212
sample: 31, mc_sample: 10, mean reward: 63.855, std reward: 11.854
sample: 32, mc_sample: 10, mean reward: 62.687, std reward: 7.102
sample: 33, mc_sample: 10, mean reward: 64.504, std reward: 2.845
sample: 34, mc_sample: 10, mean reward: 56.791, std reward: 10.534
sample: 35, mc_sample: 10, mean reward: 60.923, std reward: 8.541
sample: 36, mc_sample: 10, mean reward: 62.084, std reward: 8.473
sample: 37, mc_sample: 10, mean reward: 63.006, std reward: 9.988
sample: 38, mc_sample: 10, mean reward: 64.344, std reward: 14.199
sample: 39, mc_sample: 10, mean reward: 58.597, std reward: 7.758
sample: 40, mc_sample: 10, mean reward: 66.454, std reward: 7.599
sample: 41, mc_sample: 10, mean reward: 68.942, std reward: 5.028
sample: 42, mc_sample: 10, mean reward: 61.343, std reward: 7.151
sample: 43, mc_sample: 10, mean reward: 65.714, std reward: 8.513
sample: 44, mc_sample: 10, mean reward: 62.248, std reward: 8.734
sample: 45, mc_sample: 10, mean reward: 62.933, std reward: 11.626
sample: 46, mc_sample: 10, mean reward: 55.222, std reward: 10.601
sample: 47, mc_sample: 10, mean reward: 65.705, std reward: 8.263
sample: 48, mc_sample: 10, mean reward: 57.87, std reward: 12.047
sample: 49, mc_sample: 10, mean reward: 62.396, std reward: 10.177
sample: 50, mc_sample: 10, mean reward: 64.783, std reward: 6.982
sample: 51, mc_sample: 10, mean reward: 65.525, std reward: 7.902
sample: 52, mc_sample: 10, mean reward: 70.784, std reward: 6.778
sample: 53, mc_sample: 10, mean reward: 67.442, std reward: 6.452
