sample: 0, mc_sample: 1, mean reward: 33.326, std reward: 0.0
sample: 1, mc_sample: 1, mean reward: 28.008, std reward: 0.0
sample: 2, mc_sample: 1, mean reward: 33.938, std reward: 0.0
sample: 3, mc_sample: 1, mean reward: 21.033, std reward: 0.0
sample: 4, mc_sample: 1, mean reward: 17.926, std reward: 0.0
sample: 5, mc_sample: 1, mean reward: 29.504, std reward: 0.0
sample: 6, mc_sample: 1, mean reward: 26.943, std reward: 0.0
sample: 7, mc_sample: 1, mean reward: 39.766, std reward: 0.0
sample: 8, mc_sample: 1, mean reward: 35.507, std reward: 0.0
sample: 9, mc_sample: 1, mean reward: 25.686, std reward: 0.0
sample: 10, mc_sample: 1, mean reward: 24.18, std reward: 0.0
sample: 11, mc_sample: 1, mean reward: 45.826, std reward: 0.0
sample: 12, mc_sample: 1, mean reward: 26.605, std reward: 0.0
sample: 13, mc_sample: 1, mean reward: 17.0, std reward: 0.0
sample: 14, mc_sample: 1, mean reward: 53.53, std reward: 0.0
sample: 15, mc_sample: 1, mean reward: 13.879, std reward: 0.0
sample: 16, mc_sample: 1, mean reward: 31.364, std reward: 0.0
sample: 17, mc_sample: 1, mean reward: 39.493, std reward: 0.0
sample: 18, mc_sample: 1, mean reward: 22.269, std reward: 0.0
sample: 19, mc_sample: 1, mean reward: 31.598, std reward: 0.0
sample: 20, mc_sample: 1, mean reward: 28.906, std reward: 0.0
sample: 21, mc_sample: 1, mean reward: 23.108, std reward: 0.0
sample: 22, mc_sample: 1, mean reward: 21.496, std reward: 0.0
sample: 23, mc_sample: 1, mean reward: 21.662, std reward: 0.0
sample: 24, mc_sample: 1, mean reward: 35.876, std reward: 0.0
sample: 25, mc_sample: 1, mean reward: 19.429, std reward: 0.0
sample: 26, mc_sample: 1, mean reward: 42.553, std reward: 0.0
sample: 27, mc_sample: 1, mean reward: 28.222, std reward: 0.0
sample: 28, mc_sample: 1, mean reward: 48.812, std reward: 0.0
sample: 29, mc_sample: 1, mean reward: 36.227, std reward: 0.0
sample: 30, mc_sample: 1, mean reward: 42.236, std reward: 0.0
sample: 31, mc_sample: 1, mean reward: 31.199, std reward: 0.0
sample: 32, mc_sample: 1, mean reward: 20.415, std reward: 0.0
sample: 33, mc_sample: 1, mean reward: 39.47, std reward: 0.0
sample: 34, mc_sample: 1, mean reward: 24.985, std reward: 0.0
sample: 35, mc_sample: 1, mean reward: 38.792, std reward: 0.0
sample: 36, mc_sample: 1, mean reward: 33.123, std reward: 0.0
sample: 37, mc_sample: 1, mean reward: 24.056, std reward: 0.0
sample: 38, mc_sample: 1, mean reward: 32.339, std reward: 0.0
sample: 39, mc_sample: 1, mean reward: 31.823, std reward: 0.0
sample: 40, mc_sample: 1, mean reward: 23.885, std reward: 0.0
sample: 41, mc_sample: 1, mean reward: 32.469, std reward: 0.0
sample: 42, mc_sample: 1, mean reward: 39.602, std reward: 0.0
sample: 43, mc_sample: 1, mean reward: 28.707, std reward: 0.0
sample: 44, mc_sample: 1, mean reward: 29.344, std reward: 0.0
sample: 45, mc_sample: 1, mean reward: 30.661, std reward: 0.0
sample: 46, mc_sample: 1, mean reward: 23.593, std reward: 0.0
sample: 47, mc_sample: 1, mean reward: 30.749, std reward: 0.0
sample: 48, mc_sample: 1, mean reward: 46.974, std reward: 0.0
sample: 49, mc_sample: 1, mean reward: 26.977, std reward: 0.0
sample: 50, mc_sample: 1, mean reward: 14.793, std reward: 0.0
sample: 51, mc_sample: 1, mean reward: 38.539, std reward: 0.0
sample: 52, mc_sample: 1, mean reward: 33.849, std reward: 0.0
sample: 53, mc_sample: 1, mean reward: 27.779, std reward: 0.0
sample: 54, mc_sample: 1, mean reward: 20.935, std reward: 0.0
sample: 55, mc_sample: 1, mean reward: 29.961, std reward: 0.0
sample: 56, mc_sample: 1, mean reward: 36.268, std reward: 0.0
sample: 57, mc_sample: 1, mean reward: 42.229, std reward: 0.0
