sample: 0, mc_sample: 10, mean reward: 109.693, std reward: 7.833
sample: 1, mc_sample: 10, mean reward: 105.875, std reward: 9.446
sample: 2, mc_sample: 10, mean reward: 110.542, std reward: 10.747
sample: 3, mc_sample: 10, mean reward: 102.793, std reward: 9.09
sample: 4, mc_sample: 10, mean reward: 105.371, std reward: 8.499
sample: 5, mc_sample: 10, mean reward: 104.748, std reward: 6.854
sample: 6, mc_sample: 10, mean reward: 113.632, std reward: 10.997
sample: 7, mc_sample: 10, mean reward: 115.38, std reward: 13.997
sample: 8, mc_sample: 10, mean reward: 110.072, std reward: 10.927
sample: 9, mc_sample: 10, mean reward: 106.593, std reward: 8.069
sample: 10, mc_sample: 10, mean reward: 105.119, std reward: 7.19
sample: 11, mc_sample: 10, mean reward: 103.806, std reward: 9.293
sample: 12, mc_sample: 10, mean reward: 107.797, std reward: 8.389
sample: 13, mc_sample: 10, mean reward: 112.503, std reward: 9.094
sample: 14, mc_sample: 10, mean reward: 112.522, std reward: 10.572
sample: 15, mc_sample: 10, mean reward: 114.25, std reward: 5.748
sample: 16, mc_sample: 10, mean reward: 106.644, std reward: 7.533
sample: 17, mc_sample: 10, mean reward: 103.488, std reward: 8.427
sample: 18, mc_sample: 10, mean reward: 109.948, std reward: 10.067
sample: 19, mc_sample: 10, mean reward: 117.007, std reward: 5.23
sample: 20, mc_sample: 10, mean reward: 113.651, std reward: 8.678
sample: 21, mc_sample: 10, mean reward: 105.534, std reward: 6.681
sample: 22, mc_sample: 10, mean reward: 104.808, std reward: 14.102
sample: 23, mc_sample: 10, mean reward: 110.184, std reward: 10.397
sample: 24, mc_sample: 10, mean reward: 112.918, std reward: 15.802
sample: 25, mc_sample: 10, mean reward: 111.562, std reward: 9.627
sample: 26, mc_sample: 10, mean reward: 114.995, std reward: 11.085
sample: 27, mc_sample: 10, mean reward: 108.917, std reward: 9.224
sample: 28, mc_sample: 10, mean reward: 117.327, std reward: 7.361
sample: 29, mc_sample: 10, mean reward: 109.954, std reward: 11.086
sample: 30, mc_sample: 10, mean reward: 111.748, std reward: 11.52
sample: 31, mc_sample: 10, mean reward: 117.261, std reward: 11.099
sample: 32, mc_sample: 10, mean reward: 118.496, std reward: 13.049
sample: 33, mc_sample: 10, mean reward: 114.063, std reward: 6.931
sample: 34, mc_sample: 10, mean reward: 120.293, std reward: 10.477
sample: 35, mc_sample: 10, mean reward: 111.884, std reward: 8.121
sample: 36, mc_sample: 10, mean reward: 118.38, std reward: 11.858
sample: 37, mc_sample: 10, mean reward: 116.883, std reward: 8.182
sample: 38, mc_sample: 10, mean reward: 110.506, std reward: 8.432
sample: 39, mc_sample: 10, mean reward: 113.465, std reward: 8.386
sample: 40, mc_sample: 10, mean reward: 116.575, std reward: 10.013
sample: 41, mc_sample: 10, mean reward: 116.008, std reward: 7.372
sample: 42, mc_sample: 10, mean reward: 115.069, std reward: 14.298
sample: 43, mc_sample: 10, mean reward: 111.726, std reward: 7.745
sample: 44, mc_sample: 10, mean reward: 122.767, std reward: 8.819
