sample: 0, mc_sample: 1, mean reward: -35.644, std reward: 0.0
sample: 820, mc_sample: 1, mean reward: -27.477, std reward: 0.0
sample: 821, mc_sample: 1, mean reward: -22.785, std reward: 0.0
sample: 822, mc_sample: 1, mean reward: -57.683, std reward: 0.0
sample: 823, mc_sample: 1, mean reward: -23.013, std reward: 0.0
sample: 824, mc_sample: 1, mean reward: -51.499, std reward: 0.0
sample: 825, mc_sample: 1, mean reward: -24.805, std reward: 0.0
sample: 826, mc_sample: 1, mean reward: -131.571, std reward: 0.0
sample: 827, mc_sample: 1, mean reward: -17.972, std reward: 0.0
sample: 828, mc_sample: 1, mean reward: -73.522, std reward: 0.0
sample: 829, mc_sample: 1, mean reward: -35.721, std reward: 0.0
sample: 830, mc_sample: 1, mean reward: -14.664, std reward: 0.0
sample: 831, mc_sample: 1, mean reward: -34.849, std reward: 0.0
sample: 832, mc_sample: 1, mean reward: -23.002, std reward: 0.0
sample: 833, mc_sample: 1, mean reward: -31.411, std reward: 0.0
sample: 834, mc_sample: 1, mean reward: -73.732, std reward: 0.0
sample: 835, mc_sample: 1, mean reward: -71.958, std reward: 0.0
sample: 836, mc_sample: 1, mean reward: -76.644, std reward: 0.0
sample: 837, mc_sample: 1, mean reward: -17.657, std reward: 0.0
sample: 838, mc_sample: 1, mean reward: -20.658, std reward: 0.0
sample: 839, mc_sample: 1, mean reward: -82.679, std reward: 0.0
sample: 840, mc_sample: 1, mean reward: -20.203, std reward: 0.0
sample: 841, mc_sample: 1, mean reward: -30.232, std reward: 0.0
sample: 842, mc_sample: 1, mean reward: -194.166, std reward: 0.0
sample: 843, mc_sample: 1, mean reward: -32.815, std reward: 0.0
sample: 844, mc_sample: 1, mean reward: -23.471, std reward: 0.0
sample: 845, mc_sample: 1, mean reward: -23.274, std reward: 0.0
sample: 846, mc_sample: 1, mean reward: -69.779, std reward: 0.0
sample: 847, mc_sample: 1, mean reward: -25.909, std reward: 0.0
sample: 848, mc_sample: 1, mean reward: -18.958, std reward: 0.0
sample: 849, mc_sample: 1, mean reward: -21.292, std reward: 0.0
sample: 850, mc_sample: 1, mean reward: -84.998, std reward: 0.0
sample: 851, mc_sample: 1, mean reward: -88.86, std reward: 0.0
sample: 852, mc_sample: 1, mean reward: -30.277, std reward: 0.0
sample: 853, mc_sample: 1, mean reward: -39.198, std reward: 0.0
sample: 854, mc_sample: 1, mean reward: -28.764, std reward: 0.0
sample: 855, mc_sample: 1, mean reward: -83.01, std reward: 0.0
sample: 856, mc_sample: 1, mean reward: -137.146, std reward: 0.0
sample: 857, mc_sample: 1, mean reward: -26.78, std reward: 0.0
sample: 858, mc_sample: 1, mean reward: -78.299, std reward: 0.0
sample: 859, mc_sample: 1, mean reward: -48.716, std reward: 0.0
sample: 860, mc_sample: 1, mean reward: -27.115, std reward: 0.0
sample: 861, mc_sample: 1, mean reward: -37.786, std reward: 0.0
sample: 862, mc_sample: 1, mean reward: -17.501, std reward: 0.0
sample: 863, mc_sample: 1, mean reward: -27.871, std reward: 0.0
sample: 864, mc_sample: 1, mean reward: -85.189, std reward: 0.0
sample: 865, mc_sample: 1, mean reward: -83.168, std reward: 0.0
sample: 866, mc_sample: 1, mean reward: -17.19, std reward: 0.0
sample: 867, mc_sample: 1, mean reward: -76.655, std reward: 0.0
sample: 868, mc_sample: 1, mean reward: -84.37, std reward: 0.0
sample: 869, mc_sample: 1, mean reward: -36.591, std reward: 0.0
sample: 870, mc_sample: 1, mean reward: -19.748, std reward: 0.0
sample: 871, mc_sample: 1, mean reward: -99.308, std reward: 0.0
sample: 872, mc_sample: 1, mean reward: -46.775, std reward: 0.0
sample: 873, mc_sample: 1, mean reward: -22.665, std reward: 0.0
sample: 874, mc_sample: 1, mean reward: -77.802, std reward: 0.0
sample: 875, mc_sample: 1, mean reward: -31.979, std reward: 0.0
sample: 876, mc_sample: 1, mean reward: -104.622, std reward: 0.0
sample: 877, mc_sample: 1, mean reward: -32.121, std reward: 0.0
sample: 878, mc_sample: 1, mean reward: -95.961, std reward: 0.0
sample: 879, mc_sample: 1, mean reward: -90.393, std reward: 0.0
sample: 880, mc_sample: 1, mean reward: -20.325, std reward: 0.0
sample: 881, mc_sample: 1, mean reward: -101.317, std reward: 0.0
sample: 882, mc_sample: 1, mean reward: -96.765, std reward: 0.0
sample: 883, mc_sample: 1, mean reward: -27.853, std reward: 0.0
sample: 884, mc_sample: 1, mean reward: -22.404, std reward: 0.0
sample: 885, mc_sample: 1, mean reward: -19.089, std reward: 0.0
sample: 886, mc_sample: 1, mean reward: -29.582, std reward: 0.0
sample: 887, mc_sample: 1, mean reward: -55.13, std reward: 0.0
sample: 888, mc_sample: 1, mean reward: -30.475, std reward: 0.0
sample: 889, mc_sample: 1, mean reward: -32.804, std reward: 0.0
sample: 890, mc_sample: 1, mean reward: -36.85, std reward: 0.0
sample: 891, mc_sample: 1, mean reward: -45.132, std reward: 0.0
sample: 892, mc_sample: 1, mean reward: -43.399, std reward: 0.0
sample: 893, mc_sample: 1, mean reward: -67.766, std reward: 0.0
sample: 894, mc_sample: 1, mean reward: -28.023, std reward: 0.0
sample: 895, mc_sample: 1, mean reward: -33.642, std reward: 0.0
sample: 896, mc_sample: 1, mean reward: -39.217, std reward: 0.0
sample: 897, mc_sample: 1, mean reward: -18.129, std reward: 0.0
sample: 898, mc_sample: 1, mean reward: -25.432, std reward: 0.0
sample: 899, mc_sample: 1, mean reward: -22.643, std reward: 0.0
sample: 900, mc_sample: 1, mean reward: -90.753, std reward: 0.0
sample: 901, mc_sample: 1, mean reward: -32.614, std reward: 0.0
sample: 902, mc_sample: 1, mean reward: -32.454, std reward: 0.0
sample: 903, mc_sample: 1, mean reward: -94.237, std reward: 0.0
sample: 904, mc_sample: 1, mean reward: -99.295, std reward: 0.0
sample: 905, mc_sample: 1, mean reward: -31.752, std reward: 0.0
sample: 906, mc_sample: 1, mean reward: -27.376, std reward: 0.0
sample: 907, mc_sample: 1, mean reward: -27.93, std reward: 0.0
sample: 908, mc_sample: 1, mean reward: -31.019, std reward: 0.0
sample: 909, mc_sample: 1, mean reward: -19.271, std reward: 0.0
sample: 910, mc_sample: 1, mean reward: -100.725, std reward: 0.0
sample: 911, mc_sample: 1, mean reward: -45.496, std reward: 0.0
sample: 912, mc_sample: 1, mean reward: -26.639, std reward: 0.0
sample: 913, mc_sample: 1, mean reward: -27.681, std reward: 0.0
sample: 914, mc_sample: 1, mean reward: -91.935, std reward: 0.0
sample: 915, mc_sample: 1, mean reward: -31.288, std reward: 0.0
sample: 916, mc_sample: 1, mean reward: -96.3, std reward: 0.0
sample: 917, mc_sample: 1, mean reward: -69.425, std reward: 0.0
sample: 918, mc_sample: 1, mean reward: -81.91, std reward: 0.0
sample: 919, mc_sample: 1, mean reward: -159.469, std reward: 0.0
sample: 920, mc_sample: 1, mean reward: -97.982, std reward: 0.0
sample: 921, mc_sample: 1, mean reward: -79.103, std reward: 0.0
sample: 922, mc_sample: 1, mean reward: -23.748, std reward: 0.0
sample: 923, mc_sample: 1, mean reward: -30.305, std reward: 0.0
sample: 924, mc_sample: 1, mean reward: -96.087, std reward: 0.0
sample: 925, mc_sample: 1, mean reward: -23.067, std reward: 0.0
sample: 926, mc_sample: 1, mean reward: -31.113, std reward: 0.0
sample: 927, mc_sample: 1, mean reward: -28.365, std reward: 0.0
sample: 928, mc_sample: 1, mean reward: -21.524, std reward: 0.0
sample: 929, mc_sample: 1, mean reward: -23.872, std reward: 0.0
sample: 930, mc_sample: 1, mean reward: -24.387, std reward: 0.0
sample: 931, mc_sample: 1, mean reward: -21.262, std reward: 0.0
sample: 932, mc_sample: 1, mean reward: -28.026, std reward: 0.0
sample: 933, mc_sample: 1, mean reward: -22.086, std reward: 0.0
sample: 934, mc_sample: 1, mean reward: -20.261, std reward: 0.0
sample: 935, mc_sample: 1, mean reward: -45.781, std reward: 0.0
sample: 936, mc_sample: 1, mean reward: -102.488, std reward: 0.0
sample: 937, mc_sample: 1, mean reward: -35.756, std reward: 0.0
sample: 938, mc_sample: 1, mean reward: -42.705, std reward: 0.0
sample: 939, mc_sample: 1, mean reward: -34.896, std reward: 0.0
sample: 940, mc_sample: 1, mean reward: -27.128, std reward: 0.0
sample: 941, mc_sample: 1, mean reward: -26.471, std reward: 0.0
sample: 942, mc_sample: 1, mean reward: -112.334, std reward: 0.0
sample: 943, mc_sample: 1, mean reward: -79.29, std reward: 0.0
sample: 944, mc_sample: 1, mean reward: -28.35, std reward: 0.0
sample: 945, mc_sample: 1, mean reward: -39.398, std reward: 0.0
sample: 946, mc_sample: 1, mean reward: -37.103, std reward: 0.0
sample: 947, mc_sample: 1, mean reward: -30.74, std reward: 0.0
sample: 948, mc_sample: 1, mean reward: -28.143, std reward: 0.0
sample: 949, mc_sample: 1, mean reward: -21.775, std reward: 0.0
sample: 950, mc_sample: 1, mean reward: -18.108, std reward: 0.0
sample: 951, mc_sample: 1, mean reward: -26.638, std reward: 0.0
sample: 952, mc_sample: 1, mean reward: -24.239, std reward: 0.0
sample: 953, mc_sample: 1, mean reward: -55.753, std reward: 0.0
sample: 954, mc_sample: 1, mean reward: -34.842, std reward: 0.0
sample: 955, mc_sample: 1, mean reward: -29.886, std reward: 0.0
sample: 956, mc_sample: 1, mean reward: -30.324, std reward: 0.0
sample: 957, mc_sample: 1, mean reward: -21.209, std reward: 0.0
sample: 958, mc_sample: 1, mean reward: -25.601, std reward: 0.0
sample: 959, mc_sample: 1, mean reward: -70.236, std reward: 0.0
sample: 960, mc_sample: 1, mean reward: -26.573, std reward: 0.0
sample: 961, mc_sample: 1, mean reward: -60.935, std reward: 0.0
sample: 962, mc_sample: 1, mean reward: -20.249, std reward: 0.0
sample: 963, mc_sample: 1, mean reward: -30.44, std reward: 0.0
sample: 964, mc_sample: 1, mean reward: -35.646, std reward: 0.0
sample: 965, mc_sample: 1, mean reward: -115.56, std reward: 0.0
sample: 966, mc_sample: 1, mean reward: -31.358, std reward: 0.0
sample: 967, mc_sample: 1, mean reward: -32.117, std reward: 0.0
sample: 968, mc_sample: 1, mean reward: -69.085, std reward: 0.0
sample: 969, mc_sample: 1, mean reward: -24.119, std reward: 0.0
sample: 970, mc_sample: 1, mean reward: -28.754, std reward: 0.0
sample: 971, mc_sample: 1, mean reward: -33.591, std reward: 0.0
sample: 972, mc_sample: 1, mean reward: -88.216, std reward: 0.0
sample: 973, mc_sample: 1, mean reward: -17.425, std reward: 0.0
sample: 974, mc_sample: 1, mean reward: -33.836, std reward: 0.0
sample: 975, mc_sample: 1, mean reward: -29.065, std reward: 0.0
sample: 976, mc_sample: 1, mean reward: -28.883, std reward: 0.0
sample: 977, mc_sample: 1, mean reward: -25.023, std reward: 0.0
sample: 978, mc_sample: 1, mean reward: -34.572, std reward: 0.0
sample: 979, mc_sample: 1, mean reward: -21.694, std reward: 0.0
sample: 980, mc_sample: 1, mean reward: -40.279, std reward: 0.0
sample: 981, mc_sample: 1, mean reward: -24.104, std reward: 0.0
sample: 982, mc_sample: 1, mean reward: -32.284, std reward: 0.0
sample: 983, mc_sample: 1, mean reward: -25.316, std reward: 0.0
sample: 984, mc_sample: 1, mean reward: -28.298, std reward: 0.0
sample: 985, mc_sample: 1, mean reward: -32.042, std reward: 0.0
sample: 986, mc_sample: 1, mean reward: -30.283, std reward: 0.0
sample: 987, mc_sample: 1, mean reward: -24.884, std reward: 0.0
sample: 988, mc_sample: 1, mean reward: -24.545, std reward: 0.0
sample: 989, mc_sample: 1, mean reward: -23.158, std reward: 0.0
sample: 990, mc_sample: 1, mean reward: -24.073, std reward: 0.0
sample: 991, mc_sample: 1, mean reward: -42.966, std reward: 0.0
sample: 992, mc_sample: 1, mean reward: -22.516, std reward: 0.0
sample: 993, mc_sample: 1, mean reward: -27.655, std reward: 0.0
sample: 994, mc_sample: 1, mean reward: -130.191, std reward: 0.0
sample: 995, mc_sample: 1, mean reward: -27.284, std reward: 0.0
sample: 996, mc_sample: 1, mean reward: -32.344, std reward: 0.0
sample: 997, mc_sample: 1, mean reward: -17.014, std reward: 0.0
sample: 998, mc_sample: 1, mean reward: -24.362, std reward: 0.0
sample: 999, mc_sample: 1, mean reward: -23.313, std reward: 0.0
sample: 1000, mc_sample: 1, mean reward: -24.416, std reward: 0.0
sample: 1001, mc_sample: 1, mean reward: -36.637, std reward: 0.0
sample: 1002, mc_sample: 1, mean reward: -27.704, std reward: 0.0
sample: 1003, mc_sample: 1, mean reward: -28.245, std reward: 0.0
sample: 1004, mc_sample: 1, mean reward: -43.661, std reward: 0.0
sample: 1005, mc_sample: 1, mean reward: -28.232, std reward: 0.0
sample: 1006, mc_sample: 1, mean reward: -99.382, std reward: 0.0
sample: 1007, mc_sample: 1, mean reward: -23.012, std reward: 0.0
sample: 1008, mc_sample: 1, mean reward: -22.264, std reward: 0.0
sample: 1009, mc_sample: 1, mean reward: -22.935, std reward: 0.0
sample: 1010, mc_sample: 1, mean reward: -54.235, std reward: 0.0
sample: 1011, mc_sample: 1, mean reward: -34.727, std reward: 0.0
sample: 1012, mc_sample: 1, mean reward: -23.538, std reward: 0.0
sample: 1013, mc_sample: 1, mean reward: -35.737, std reward: 0.0
sample: 1014, mc_sample: 1, mean reward: -21.804, std reward: 0.0
sample: 1015, mc_sample: 1, mean reward: -26.911, std reward: 0.0
sample: 1016, mc_sample: 1, mean reward: -35.408, std reward: 0.0
sample: 1017, mc_sample: 1, mean reward: -35.851, std reward: 0.0
sample: 1018, mc_sample: 1, mean reward: -49.347, std reward: 0.0
sample: 1019, mc_sample: 1, mean reward: -21.782, std reward: 0.0
sample: 1020, mc_sample: 1, mean reward: -25.024, std reward: 0.0
sample: 1021, mc_sample: 1, mean reward: -30.86, std reward: 0.0
sample: 1022, mc_sample: 1, mean reward: -19.631, std reward: 0.0
sample: 1023, mc_sample: 1, mean reward: -22.747, std reward: 0.0
sample: 1024, mc_sample: 1, mean reward: -32.393, std reward: 0.0
sample: 1025, mc_sample: 1, mean reward: -27.128, std reward: 0.0
sample: 1026, mc_sample: 1, mean reward: -29.048, std reward: 0.0
sample: 1027, mc_sample: 1, mean reward: -20.168, std reward: 0.0
sample: 1028, mc_sample: 1, mean reward: -57.995, std reward: 0.0
sample: 1029, mc_sample: 1, mean reward: -36.009, std reward: 0.0
sample: 1030, mc_sample: 1, mean reward: -25.224, std reward: 0.0
sample: 1031, mc_sample: 1, mean reward: -29.716, std reward: 0.0
sample: 1032, mc_sample: 1, mean reward: -21.631, std reward: 0.0
sample: 1033, mc_sample: 1, mean reward: -45.913, std reward: 0.0
sample: 1034, mc_sample: 1, mean reward: -32.832, std reward: 0.0
sample: 1035, mc_sample: 1, mean reward: -33.488, std reward: 0.0
sample: 1036, mc_sample: 1, mean reward: -26.525, std reward: 0.0
sample: 1037, mc_sample: 1, mean reward: -23.013, std reward: 0.0
sample: 1038, mc_sample: 1, mean reward: -30.533, std reward: 0.0
sample: 1039, mc_sample: 1, mean reward: -27.258, std reward: 0.0
sample: 1040, mc_sample: 1, mean reward: -27.367, std reward: 0.0
sample: 1041, mc_sample: 1, mean reward: -25.795, std reward: 0.0
sample: 1042, mc_sample: 1, mean reward: -26.465, std reward: 0.0
sample: 1043, mc_sample: 1, mean reward: -21.512, std reward: 0.0
sample: 1044, mc_sample: 1, mean reward: -30.312, std reward: 0.0
sample: 1045, mc_sample: 1, mean reward: -25.263, std reward: 0.0
sample: 1046, mc_sample: 1, mean reward: -26.881, std reward: 0.0
sample: 1047, mc_sample: 1, mean reward: -22.827, std reward: 0.0
sample: 1048, mc_sample: 1, mean reward: -28.413, std reward: 0.0
sample: 1049, mc_sample: 1, mean reward: -33.988, std reward: 0.0
sample: 1050, mc_sample: 1, mean reward: -130.942, std reward: 0.0
sample: 1051, mc_sample: 1, mean reward: -26.413, std reward: 0.0
sample: 1052, mc_sample: 1, mean reward: -24.44, std reward: 0.0
sample: 1053, mc_sample: 1, mean reward: -26.704, std reward: 0.0
sample: 1054, mc_sample: 1, mean reward: -25.244, std reward: 0.0
sample: 1055, mc_sample: 1, mean reward: -25.361, std reward: 0.0
sample: 1056, mc_sample: 1, mean reward: -35.944, std reward: 0.0
sample: 1057, mc_sample: 1, mean reward: -32.053, std reward: 0.0
sample: 1058, mc_sample: 1, mean reward: -26.752, std reward: 0.0
sample: 1059, mc_sample: 1, mean reward: -30.745, std reward: 0.0
sample: 1060, mc_sample: 1, mean reward: -29.396, std reward: 0.0
sample: 1061, mc_sample: 1, mean reward: -25.077, std reward: 0.0
sample: 1062, mc_sample: 1, mean reward: -25.93, std reward: 0.0
sample: 1063, mc_sample: 1, mean reward: -28.245, std reward: 0.0
sample: 1064, mc_sample: 1, mean reward: -25.027, std reward: 0.0
sample: 1065, mc_sample: 1, mean reward: -25.227, std reward: 0.0
sample: 1066, mc_sample: 1, mean reward: -31.401, std reward: 0.0
sample: 1067, mc_sample: 1, mean reward: -27.362, std reward: 0.0
sample: 1068, mc_sample: 1, mean reward: -28.316, std reward: 0.0
sample: 1069, mc_sample: 1, mean reward: -35.497, std reward: 0.0
sample: 1070, mc_sample: 1, mean reward: -55.278, std reward: 0.0
sample: 1071, mc_sample: 1, mean reward: -33.962, std reward: 0.0
sample: 1072, mc_sample: 1, mean reward: -28.537, std reward: 0.0
sample: 1073, mc_sample: 1, mean reward: -35.084, std reward: 0.0
sample: 1074, mc_sample: 1, mean reward: -31.709, std reward: 0.0
sample: 1075, mc_sample: 1, mean reward: -32.837, std reward: 0.0
sample: 1076, mc_sample: 1, mean reward: -23.706, std reward: 0.0
sample: 1077, mc_sample: 1, mean reward: -24.865, std reward: 0.0
sample: 1078, mc_sample: 1, mean reward: -31.821, std reward: 0.0
sample: 1079, mc_sample: 1, mean reward: -29.666, std reward: 0.0
sample: 1080, mc_sample: 1, mean reward: -48.965, std reward: 0.0
sample: 1081, mc_sample: 1, mean reward: -22.607, std reward: 0.0
sample: 1082, mc_sample: 1, mean reward: -31.435, std reward: 0.0
sample: 1083, mc_sample: 1, mean reward: -33.58, std reward: 0.0
sample: 1084, mc_sample: 1, mean reward: -75.483, std reward: 0.0
sample: 1085, mc_sample: 1, mean reward: -32.709, std reward: 0.0
sample: 1086, mc_sample: 1, mean reward: -34.854, std reward: 0.0
sample: 1087, mc_sample: 1, mean reward: -24.481, std reward: 0.0
sample: 1088, mc_sample: 1, mean reward: -30.95, std reward: 0.0
sample: 1089, mc_sample: 1, mean reward: -20.587, std reward: 0.0
sample: 1090, mc_sample: 1, mean reward: -34.254, std reward: 0.0
sample: 1091, mc_sample: 1, mean reward: -28.94, std reward: 0.0
sample: 1092, mc_sample: 1, mean reward: -27.626, std reward: 0.0
sample: 1093, mc_sample: 1, mean reward: -32.33, std reward: 0.0
sample: 1094, mc_sample: 1, mean reward: -23.525, std reward: 0.0
sample: 1095, mc_sample: 1, mean reward: -41.081, std reward: 0.0
sample: 1096, mc_sample: 1, mean reward: -25.225, std reward: 0.0
sample: 1097, mc_sample: 1, mean reward: -23.101, std reward: 0.0
sample: 1098, mc_sample: 1, mean reward: -32.506, std reward: 0.0
sample: 1099, mc_sample: 1, mean reward: -28.772, std reward: 0.0
sample: 1100, mc_sample: 1, mean reward: -34.287, std reward: 0.0
sample: 1101, mc_sample: 1, mean reward: -87.571, std reward: 0.0
sample: 1102, mc_sample: 1, mean reward: -29.216, std reward: 0.0
sample: 1103, mc_sample: 1, mean reward: -24.964, std reward: 0.0
sample: 1104, mc_sample: 1, mean reward: -27.962, std reward: 0.0
sample: 1105, mc_sample: 1, mean reward: -29.231, std reward: 0.0
sample: 1106, mc_sample: 1, mean reward: -30.704, std reward: 0.0
sample: 1107, mc_sample: 1, mean reward: -25.739, std reward: 0.0
sample: 1108, mc_sample: 1, mean reward: -24.411, std reward: 0.0
sample: 1109, mc_sample: 1, mean reward: -30.089, std reward: 0.0
sample: 1110, mc_sample: 1, mean reward: -43.576, std reward: 0.0
sample: 1111, mc_sample: 1, mean reward: -27.116, std reward: 0.0
sample: 1112, mc_sample: 1, mean reward: -27.485, std reward: 0.0
sample: 1113, mc_sample: 1, mean reward: -50.022, std reward: 0.0
sample: 1114, mc_sample: 1, mean reward: -28.576, std reward: 0.0
sample: 1115, mc_sample: 1, mean reward: -22.346, std reward: 0.0
sample: 1116, mc_sample: 1, mean reward: -35.3, std reward: 0.0
sample: 1117, mc_sample: 1, mean reward: -44.194, std reward: 0.0
sample: 1118, mc_sample: 1, mean reward: -35.733, std reward: 0.0
sample: 1119, mc_sample: 1, mean reward: -24.656, std reward: 0.0
sample: 1120, mc_sample: 1, mean reward: -26.191, std reward: 0.0
sample: 1121, mc_sample: 1, mean reward: -33.846, std reward: 0.0
sample: 1122, mc_sample: 1, mean reward: -21.76, std reward: 0.0
sample: 1123, mc_sample: 1, mean reward: -44.18, std reward: 0.0
sample: 1124, mc_sample: 1, mean reward: -25.838, std reward: 0.0
sample: 1125, mc_sample: 1, mean reward: -34.779, std reward: 0.0
sample: 1126, mc_sample: 1, mean reward: -29.026, std reward: 0.0
sample: 1127, mc_sample: 1, mean reward: -23.001, std reward: 0.0
sample: 1128, mc_sample: 1, mean reward: -107.87, std reward: 0.0
sample: 1129, mc_sample: 1, mean reward: -30.09, std reward: 0.0
sample: 1130, mc_sample: 1, mean reward: -53.318, std reward: 0.0
sample: 1131, mc_sample: 1, mean reward: -22.27, std reward: 0.0
sample: 1132, mc_sample: 1, mean reward: -29.148, std reward: 0.0
sample: 1133, mc_sample: 1, mean reward: -41.806, std reward: 0.0
sample: 1134, mc_sample: 1, mean reward: -27.703, std reward: 0.0
sample: 1135, mc_sample: 1, mean reward: -37.175, std reward: 0.0
sample: 1136, mc_sample: 1, mean reward: -63.841, std reward: 0.0
sample: 1137, mc_sample: 1, mean reward: -64.762, std reward: 0.0
sample: 1138, mc_sample: 1, mean reward: -25.995, std reward: 0.0
sample: 1139, mc_sample: 1, mean reward: -18.242, std reward: 0.0
sample: 1140, mc_sample: 1, mean reward: -25.526, std reward: 0.0
sample: 1141, mc_sample: 1, mean reward: -29.722, std reward: 0.0
sample: 1142, mc_sample: 1, mean reward: -30.531, std reward: 0.0
sample: 1143, mc_sample: 1, mean reward: -17.283, std reward: 0.0
sample: 1144, mc_sample: 1, mean reward: -31.659, std reward: 0.0
sample: 1145, mc_sample: 1, mean reward: -30.711, std reward: 0.0
sample: 1146, mc_sample: 1, mean reward: -33.747, std reward: 0.0
sample: 1147, mc_sample: 1, mean reward: -30.475, std reward: 0.0
sample: 1148, mc_sample: 1, mean reward: -25.611, std reward: 0.0
sample: 1149, mc_sample: 1, mean reward: -27.181, std reward: 0.0
sample: 1150, mc_sample: 1, mean reward: -30.404, std reward: 0.0
sample: 1151, mc_sample: 1, mean reward: -24.372, std reward: 0.0
sample: 1152, mc_sample: 1, mean reward: -28.685, std reward: 0.0
sample: 1153, mc_sample: 1, mean reward: -24.138, std reward: 0.0
sample: 1154, mc_sample: 1, mean reward: -27.641, std reward: 0.0
sample: 1155, mc_sample: 1, mean reward: -23.991, std reward: 0.0
sample: 1156, mc_sample: 1, mean reward: -39.112, std reward: 0.0
sample: 1157, mc_sample: 1, mean reward: -23.439, std reward: 0.0
sample: 1158, mc_sample: 1, mean reward: -31.808, std reward: 0.0
sample: 1159, mc_sample: 1, mean reward: -32.083, std reward: 0.0
sample: 1160, mc_sample: 1, mean reward: -32.464, std reward: 0.0
sample: 1161, mc_sample: 1, mean reward: -23.289, std reward: 0.0
sample: 1162, mc_sample: 1, mean reward: -40.861, std reward: 0.0
sample: 1163, mc_sample: 1, mean reward: -20.803, std reward: 0.0
sample: 1164, mc_sample: 1, mean reward: -33.234, std reward: 0.0
sample: 1165, mc_sample: 1, mean reward: -32.685, std reward: 0.0
sample: 1166, mc_sample: 1, mean reward: -24.791, std reward: 0.0
sample: 1167, mc_sample: 1, mean reward: -23.815, std reward: 0.0
sample: 1168, mc_sample: 1, mean reward: -23.237, std reward: 0.0
sample: 1169, mc_sample: 1, mean reward: -31.79, std reward: 0.0
sample: 1170, mc_sample: 1, mean reward: -24.1, std reward: 0.0
sample: 1171, mc_sample: 1, mean reward: -22.309, std reward: 0.0
sample: 1172, mc_sample: 1, mean reward: -27.918, std reward: 0.0
sample: 1173, mc_sample: 1, mean reward: -45.162, std reward: 0.0
sample: 1174, mc_sample: 1, mean reward: -24.662, std reward: 0.0
sample: 1175, mc_sample: 1, mean reward: -21.336, std reward: 0.0
sample: 1176, mc_sample: 1, mean reward: -47.512, std reward: 0.0
sample: 1177, mc_sample: 1, mean reward: -27.931, std reward: 0.0
sample: 1178, mc_sample: 1, mean reward: -31.591, std reward: 0.0
sample: 1179, mc_sample: 1, mean reward: -23.478, std reward: 0.0
sample: 1180, mc_sample: 1, mean reward: -27.593, std reward: 0.0
sample: 1181, mc_sample: 1, mean reward: -23.833, std reward: 0.0
sample: 1182, mc_sample: 1, mean reward: -33.609, std reward: 0.0
sample: 1183, mc_sample: 1, mean reward: -41.673, std reward: 0.0
sample: 1184, mc_sample: 1, mean reward: -30.85, std reward: 0.0
sample: 1185, mc_sample: 1, mean reward: -24.553, std reward: 0.0
sample: 1186, mc_sample: 1, mean reward: -38.028, std reward: 0.0
sample: 1187, mc_sample: 1, mean reward: -20.198, std reward: 0.0
sample: 1188, mc_sample: 1, mean reward: -22.32, std reward: 0.0
sample: 1189, mc_sample: 1, mean reward: -27.563, std reward: 0.0
sample: 1190, mc_sample: 1, mean reward: -22.605, std reward: 0.0
sample: 1191, mc_sample: 1, mean reward: -26.98, std reward: 0.0
sample: 1192, mc_sample: 1, mean reward: -23.061, std reward: 0.0
sample: 1193, mc_sample: 1, mean reward: -25.223, std reward: 0.0
sample: 1194, mc_sample: 1, mean reward: -26.167, std reward: 0.0
sample: 1195, mc_sample: 1, mean reward: -26.009, std reward: 0.0
sample: 1196, mc_sample: 1, mean reward: -27.785, std reward: 0.0
sample: 1197, mc_sample: 1, mean reward: -22.1, std reward: 0.0
sample: 1198, mc_sample: 1, mean reward: -32.039, std reward: 0.0
sample: 1199, mc_sample: 1, mean reward: -27.706, std reward: 0.0
sample: 1200, mc_sample: 1, mean reward: -26.469, std reward: 0.0
sample: 1201, mc_sample: 1, mean reward: -26.563, std reward: 0.0
sample: 1202, mc_sample: 1, mean reward: -27.606, std reward: 0.0
sample: 1203, mc_sample: 1, mean reward: -28.741, std reward: 0.0
sample: 1204, mc_sample: 1, mean reward: -27.099, std reward: 0.0
sample: 1205, mc_sample: 1, mean reward: -31.137, std reward: 0.0
sample: 1206, mc_sample: 1, mean reward: -30.007, std reward: 0.0
sample: 1207, mc_sample: 1, mean reward: -28.234, std reward: 0.0
sample: 1208, mc_sample: 1, mean reward: -29.814, std reward: 0.0
sample: 1209, mc_sample: 1, mean reward: -31.655, std reward: 0.0
sample: 1210, mc_sample: 1, mean reward: -34.714, std reward: 0.0
sample: 1211, mc_sample: 1, mean reward: -94.368, std reward: 0.0
sample: 1212, mc_sample: 1, mean reward: -30.046, std reward: 0.0
sample: 1213, mc_sample: 1, mean reward: -30.667, std reward: 0.0
sample: 1214, mc_sample: 1, mean reward: -32.712, std reward: 0.0
sample: 1215, mc_sample: 1, mean reward: -21.88, std reward: 0.0
sample: 1216, mc_sample: 1, mean reward: -27.568, std reward: 0.0
sample: 1217, mc_sample: 1, mean reward: -31.126, std reward: 0.0
sample: 1218, mc_sample: 1, mean reward: -27.625, std reward: 0.0
sample: 1219, mc_sample: 1, mean reward: -26.821, std reward: 0.0
sample: 1220, mc_sample: 1, mean reward: -26.329, std reward: 0.0
sample: 1221, mc_sample: 1, mean reward: -33.348, std reward: 0.0
sample: 1222, mc_sample: 1, mean reward: -25.724, std reward: 0.0
sample: 1223, mc_sample: 1, mean reward: -23.691, std reward: 0.0
