sample: 0, mc_sample: 1, mean reward: 106.934, std reward: 0.0
sample: 1, mc_sample: 1, mean reward: 124.112, std reward: 0.0
sample: 2, mc_sample: 1, mean reward: 104.543, std reward: 0.0
sample: 3, mc_sample: 1, mean reward: 118.911, std reward: 0.0
sample: 4, mc_sample: 1, mean reward: 104.055, std reward: 0.0
sample: 5, mc_sample: 1, mean reward: 104.137, std reward: 0.0
sample: 6, mc_sample: 1, mean reward: 104.619, std reward: 0.0
sample: 7, mc_sample: 1, mean reward: 124.785, std reward: 0.0
sample: 8, mc_sample: 1, mean reward: 121.922, std reward: 0.0
sample: 9, mc_sample: 1, mean reward: 121.074, std reward: 0.0
sample: 10, mc_sample: 1, mean reward: 111.364, std reward: 0.0
sample: 11, mc_sample: 1, mean reward: 120.7, std reward: 0.0
sample: 12, mc_sample: 1, mean reward: 105.594, std reward: 0.0
sample: 13, mc_sample: 1, mean reward: 100.095, std reward: 0.0
sample: 14, mc_sample: 1, mean reward: 110.057, std reward: 0.0
sample: 15, mc_sample: 1, mean reward: 102.93, std reward: 0.0
sample: 16, mc_sample: 1, mean reward: 104.839, std reward: 0.0
sample: 17, mc_sample: 1, mean reward: 105.022, std reward: 0.0
sample: 18, mc_sample: 1, mean reward: 126.636, std reward: 0.0
sample: 19, mc_sample: 1, mean reward: 111.739, std reward: 0.0
sample: 20, mc_sample: 1, mean reward: 101.392, std reward: 0.0
sample: 21, mc_sample: 1, mean reward: 106.375, std reward: 0.0
sample: 22, mc_sample: 1, mean reward: 128.197, std reward: 0.0
sample: 23, mc_sample: 1, mean reward: 107.717, std reward: 0.0
sample: 24, mc_sample: 1, mean reward: 106.838, std reward: 0.0
sample: 25, mc_sample: 1, mean reward: 107.084, std reward: 0.0
sample: 26, mc_sample: 1, mean reward: 115.788, std reward: 0.0
sample: 27, mc_sample: 1, mean reward: 122.469, std reward: 0.0
sample: 28, mc_sample: 1, mean reward: 118.535, std reward: 0.0
sample: 29, mc_sample: 1, mean reward: 105.651, std reward: 0.0
sample: 30, mc_sample: 1, mean reward: 133.269, std reward: 0.0
