sample: 0, mc_sample: 1, mean reward: 113.167, std reward: 0.0
sample: 1, mc_sample: 1, mean reward: 115.283, std reward: 0.0
sample: 2, mc_sample: 1, mean reward: 103.716, std reward: 0.0
sample: 3, mc_sample: 1, mean reward: 104.238, std reward: 0.0
sample: 4, mc_sample: 1, mean reward: 97.906, std reward: 0.0
sample: 5, mc_sample: 1, mean reward: 106.493, std reward: 0.0
sample: 6, mc_sample: 1, mean reward: 115.685, std reward: 0.0
sample: 7, mc_sample: 1, mean reward: 104.469, std reward: 0.0
sample: 8, mc_sample: 1, mean reward: 100.59, std reward: 0.0
sample: 9, mc_sample: 1, mean reward: 114.355, std reward: 0.0
sample: 10, mc_sample: 1, mean reward: 103.916, std reward: 0.0
sample: 11, mc_sample: 1, mean reward: 98.591, std reward: 0.0
sample: 12, mc_sample: 1, mean reward: 89.444, std reward: 0.0
sample: 13, mc_sample: 1, mean reward: 94.643, std reward: 0.0
sample: 14, mc_sample: 1, mean reward: 109.737, std reward: 0.0
sample: 15, mc_sample: 1, mean reward: 92.823, std reward: 0.0
sample: 16, mc_sample: 1, mean reward: 105.785, std reward: 0.0
sample: 17, mc_sample: 1, mean reward: 105.497, std reward: 0.0
sample: 18, mc_sample: 1, mean reward: 110.949, std reward: 0.0
sample: 19, mc_sample: 1, mean reward: 106.483, std reward: 0.0
sample: 20, mc_sample: 1, mean reward: 112.144, std reward: 0.0
sample: 21, mc_sample: 1, mean reward: 111.06, std reward: 0.0
sample: 22, mc_sample: 1, mean reward: 108.388, std reward: 0.0
sample: 23, mc_sample: 1, mean reward: 94.85, std reward: 0.0
sample: 24, mc_sample: 1, mean reward: 102.996, std reward: 0.0
sample: 25, mc_sample: 1, mean reward: 112.704, std reward: 0.0
sample: 26, mc_sample: 1, mean reward: 105.039, std reward: 0.0
sample: 27, mc_sample: 1, mean reward: 100.442, std reward: 0.0
sample: 28, mc_sample: 1, mean reward: 102.154, std reward: 0.0
sample: 29, mc_sample: 1, mean reward: 117.037, std reward: 0.0
sample: 30, mc_sample: 1, mean reward: 108.168, std reward: 0.0
sample: 31, mc_sample: 1, mean reward: 108.644, std reward: 0.0
sample: 32, mc_sample: 1, mean reward: 107.415, std reward: 0.0
sample: 33, mc_sample: 1, mean reward: 115.776, std reward: 0.0
sample: 34, mc_sample: 1, mean reward: 92.75, std reward: 0.0
sample: 35, mc_sample: 1, mean reward: 101.365, std reward: 0.0
sample: 36, mc_sample: 1, mean reward: 106.522, std reward: 0.0
sample: 37, mc_sample: 1, mean reward: 100.746, std reward: 0.0
sample: 38, mc_sample: 1, mean reward: 114.243, std reward: 0.0
sample: 39, mc_sample: 1, mean reward: 108.124, std reward: 0.0
sample: 40, mc_sample: 1, mean reward: 126.862, std reward: 0.0
sample: 41, mc_sample: 1, mean reward: 122.889, std reward: 0.0
sample: 42, mc_sample: 1, mean reward: 114.685, std reward: 0.0
sample: 43, mc_sample: 1, mean reward: 107.694, std reward: 0.0
sample: 44, mc_sample: 1, mean reward: 109.961, std reward: 0.0
sample: 45, mc_sample: 1, mean reward: 114.979, std reward: 0.0
sample: 46, mc_sample: 1, mean reward: 105.809, std reward: 0.0
sample: 47, mc_sample: 1, mean reward: 108.836, std reward: 0.0
sample: 48, mc_sample: 1, mean reward: 103.64, std reward: 0.0
sample: 49, mc_sample: 1, mean reward: 108.995, std reward: 0.0
sample: 50, mc_sample: 1, mean reward: 127.687, std reward: 0.0
sample: 51, mc_sample: 1, mean reward: 130.958, std reward: 0.0
sample: 52, mc_sample: 1, mean reward: 120.471, std reward: 0.0
sample: 53, mc_sample: 1, mean reward: 106.342, std reward: 0.0
sample: 54, mc_sample: 1, mean reward: 96.235, std reward: 0.0
sample: 55, mc_sample: 1, mean reward: 116.098, std reward: 0.0
sample: 56, mc_sample: 1, mean reward: 117.851, std reward: 0.0
sample: 57, mc_sample: 1, mean reward: 110.761, std reward: 0.0
sample: 58, mc_sample: 1, mean reward: 108.589, std reward: 0.0
sample: 59, mc_sample: 1, mean reward: 122.995, std reward: 0.0
sample: 60, mc_sample: 1, mean reward: 108.84, std reward: 0.0
sample: 61, mc_sample: 1, mean reward: 112.497, std reward: 0.0
sample: 62, mc_sample: 1, mean reward: 100.729, std reward: 0.0
sample: 63, mc_sample: 1, mean reward: 114.015, std reward: 0.0
sample: 64, mc_sample: 1, mean reward: 126.486, std reward: 0.0
sample: 65, mc_sample: 1, mean reward: 105.607, std reward: 0.0
sample: 66, mc_sample: 1, mean reward: 119.183, std reward: 0.0
sample: 67, mc_sample: 1, mean reward: 111.352, std reward: 0.0
sample: 68, mc_sample: 1, mean reward: 115.56, std reward: 0.0
sample: 69, mc_sample: 1, mean reward: 134.509, std reward: 0.0
sample: 70, mc_sample: 1, mean reward: 123.385, std reward: 0.0
sample: 71, mc_sample: 1, mean reward: 118.11, std reward: 0.0
sample: 72, mc_sample: 1, mean reward: 97.636, std reward: 0.0
sample: 73, mc_sample: 1, mean reward: 121.301, std reward: 0.0
sample: 74, mc_sample: 1, mean reward: 114.316, std reward: 0.0
sample: 75, mc_sample: 1, mean reward: 114.334, std reward: 0.0
sample: 76, mc_sample: 1, mean reward: 117.024, std reward: 0.0
sample: 77, mc_sample: 1, mean reward: 118.061, std reward: 0.0
sample: 78, mc_sample: 1, mean reward: 125.088, std reward: 0.0
sample: 79, mc_sample: 1, mean reward: 114.944, std reward: 0.0
sample: 80, mc_sample: 1, mean reward: 117.223, std reward: 0.0
sample: 81, mc_sample: 1, mean reward: 122.824, std reward: 0.0
sample: 82, mc_sample: 1, mean reward: 112.422, std reward: 0.0
sample: 83, mc_sample: 1, mean reward: 120.352, std reward: 0.0
sample: 84, mc_sample: 1, mean reward: 107.98, std reward: 0.0
sample: 85, mc_sample: 1, mean reward: 117.381, std reward: 0.0
sample: 86, mc_sample: 1, mean reward: 121.501, std reward: 0.0
sample: 87, mc_sample: 1, mean reward: 135.478, std reward: 0.0
sample: 88, mc_sample: 1, mean reward: 125.388, std reward: 0.0
sample: 89, mc_sample: 1, mean reward: 126.15, std reward: 0.0
sample: 90, mc_sample: 1, mean reward: 122.435, std reward: 0.0
sample: 91, mc_sample: 1, mean reward: 131.64, std reward: 0.0
sample: 92, mc_sample: 1, mean reward: 119.208, std reward: 0.0
sample: 93, mc_sample: 1, mean reward: 112.577, std reward: 0.0
sample: 94, mc_sample: 1, mean reward: 127.313, std reward: 0.0
sample: 95, mc_sample: 1, mean reward: 118.06, std reward: 0.0
sample: 96, mc_sample: 1, mean reward: 126.671, std reward: 0.0
sample: 97, mc_sample: 1, mean reward: 119.555, std reward: 0.0
sample: 98, mc_sample: 1, mean reward: 120.063, std reward: 0.0
sample: 99, mc_sample: 1, mean reward: 107.727, std reward: 0.0
sample: 100, mc_sample: 1, mean reward: 158.878, std reward: 0.0
sample: 101, mc_sample: 1, mean reward: 124.879, std reward: 0.0
sample: 102, mc_sample: 1, mean reward: 110.084, std reward: 0.0
sample: 103, mc_sample: 1, mean reward: 109.939, std reward: 0.0
sample: 104, mc_sample: 1, mean reward: 116.036, std reward: 0.0
sample: 105, mc_sample: 1, mean reward: 123.483, std reward: 0.0
sample: 106, mc_sample: 1, mean reward: 103.902, std reward: 0.0
sample: 107, mc_sample: 1, mean reward: 116.687, std reward: 0.0
sample: 108, mc_sample: 1, mean reward: 122.79, std reward: 0.0
sample: 109, mc_sample: 1, mean reward: 121.994, std reward: 0.0
sample: 110, mc_sample: 1, mean reward: 111.326, std reward: 0.0
sample: 111, mc_sample: 1, mean reward: 111.849, std reward: 0.0
sample: 112, mc_sample: 1, mean reward: 125.157, std reward: 0.0
sample: 113, mc_sample: 1, mean reward: 126.255, std reward: 0.0
sample: 114, mc_sample: 1, mean reward: 124.093, std reward: 0.0
sample: 115, mc_sample: 1, mean reward: 120.35, std reward: 0.0
sample: 116, mc_sample: 1, mean reward: 133.887, std reward: 0.0
sample: 117, mc_sample: 1, mean reward: 121.282, std reward: 0.0
sample: 118, mc_sample: 1, mean reward: 105.117, std reward: 0.0
sample: 119, mc_sample: 1, mean reward: 140.958, std reward: 0.0
sample: 120, mc_sample: 1, mean reward: 131.657, std reward: 0.0
sample: 121, mc_sample: 1, mean reward: 130.562, std reward: 0.0
sample: 122, mc_sample: 1, mean reward: 118.453, std reward: 0.0
sample: 123, mc_sample: 1, mean reward: 142.541, std reward: 0.0
sample: 124, mc_sample: 1, mean reward: 142.689, std reward: 0.0
sample: 125, mc_sample: 1, mean reward: 114.383, std reward: 0.0
sample: 126, mc_sample: 1, mean reward: 124.928, std reward: 0.0
sample: 127, mc_sample: 1, mean reward: 121.389, std reward: 0.0
sample: 128, mc_sample: 1, mean reward: 115.173, std reward: 0.0
sample: 129, mc_sample: 1, mean reward: 123.955, std reward: 0.0
sample: 130, mc_sample: 1, mean reward: 145.825, std reward: 0.0
sample: 131, mc_sample: 1, mean reward: 116.642, std reward: 0.0
sample: 132, mc_sample: 1, mean reward: 110.152, std reward: 0.0
