sample: 0, mc_sample: 1, mean reward: 92.053, std reward: 0.0
sample: 1, mc_sample: 1, mean reward: 100.855, std reward: 0.0
sample: 2, mc_sample: 1, mean reward: 103.225, std reward: 0.0
sample: 3, mc_sample: 1, mean reward: 101.655, std reward: 0.0
sample: 4, mc_sample: 1, mean reward: 117.018, std reward: 0.0
sample: 5, mc_sample: 1, mean reward: 108.289, std reward: 0.0
sample: 6, mc_sample: 1, mean reward: 97.767, std reward: 0.0
sample: 7, mc_sample: 1, mean reward: 117.908, std reward: 0.0
sample: 8, mc_sample: 1, mean reward: 111.262, std reward: 0.0
sample: 9, mc_sample: 1, mean reward: 101.365, std reward: 0.0
sample: 10, mc_sample: 1, mean reward: 126.657, std reward: 0.0
sample: 11, mc_sample: 1, mean reward: 117.149, std reward: 0.0
sample: 12, mc_sample: 1, mean reward: 107.221, std reward: 0.0
sample: 13, mc_sample: 1, mean reward: 126.402, std reward: 0.0
sample: 14, mc_sample: 1, mean reward: 115.142, std reward: 0.0
sample: 15, mc_sample: 1, mean reward: 96.533, std reward: 0.0
sample: 16, mc_sample: 1, mean reward: 123.977, std reward: 0.0
sample: 17, mc_sample: 1, mean reward: 133.677, std reward: 0.0
sample: 18, mc_sample: 1, mean reward: 97.785, std reward: 0.0
sample: 19, mc_sample: 1, mean reward: 113.306, std reward: 0.0
sample: 20, mc_sample: 1, mean reward: 100.408, std reward: 0.0
sample: 21, mc_sample: 1, mean reward: 98.873, std reward: 0.0
sample: 22, mc_sample: 1, mean reward: 107.167, std reward: 0.0
sample: 23, mc_sample: 1, mean reward: 98.54, std reward: 0.0
sample: 24, mc_sample: 1, mean reward: 105.368, std reward: 0.0
sample: 25, mc_sample: 1, mean reward: 103.306, std reward: 0.0
sample: 26, mc_sample: 1, mean reward: 92.775, std reward: 0.0
sample: 27, mc_sample: 1, mean reward: 105.014, std reward: 0.0
sample: 28, mc_sample: 1, mean reward: 108.329, std reward: 0.0
sample: 29, mc_sample: 1, mean reward: 89.866, std reward: 0.0
