sample: 0, mc_sample: 2, mean reward: 32.118, std reward: 0.169
sample: 1, mc_sample: 2, mean reward: 29.041, std reward: 4.18
sample: 2, mc_sample: 2, mean reward: 33.27, std reward: 0.41
sample: 3, mc_sample: 2, mean reward: 27.106, std reward: 0.251
sample: 4, mc_sample: 2, mean reward: 34.709, std reward: 3.735
sample: 5, mc_sample: 2, mean reward: 23.358, std reward: 1.534
sample: 6, mc_sample: 2, mean reward: 24.808, std reward: 0.197
sample: 7, mc_sample: 2, mean reward: 29.584, std reward: 1.786
sample: 8, mc_sample: 2, mean reward: 17.627, std reward: 0.204
sample: 9, mc_sample: 2, mean reward: 27.406, std reward: 2.236
sample: 10, mc_sample: 2, mean reward: 22.463, std reward: 1.249
sample: 11, mc_sample: 2, mean reward: 19.159, std reward: 1.602
sample: 12, mc_sample: 2, mean reward: 26.149, std reward: 0.167
sample: 13, mc_sample: 2, mean reward: 32.625, std reward: 2.357
sample: 14, mc_sample: 2, mean reward: 23.323, std reward: 0.902
sample: 15, mc_sample: 2, mean reward: 22.124, std reward: 0.661
sample: 16, mc_sample: 2, mean reward: 32.377, std reward: 3.149
sample: 17, mc_sample: 2, mean reward: 34.485, std reward: 2.419
sample: 18, mc_sample: 2, mean reward: 17.091, std reward: 1.815
sample: 19, mc_sample: 2, mean reward: 29.092, std reward: 2.07
sample: 20, mc_sample: 2, mean reward: 28.124, std reward: 1.024
sample: 21, mc_sample: 2, mean reward: 32.173, std reward: 3.761
sample: 22, mc_sample: 2, mean reward: 33.078, std reward: 1.036
sample: 23, mc_sample: 2, mean reward: 18.714, std reward: 0.273
sample: 24, mc_sample: 2, mean reward: 29.128, std reward: 0.153
sample: 25, mc_sample: 2, mean reward: 31.31, std reward: 1.269
sample: 26, mc_sample: 2, mean reward: 34.218, std reward: 3.366
sample: 27, mc_sample: 2, mean reward: 25.477, std reward: 2.299
sample: 28, mc_sample: 2, mean reward: 26.085, std reward: 0.243
sample: 29, mc_sample: 2, mean reward: 22.987, std reward: 2.384
sample: 30, mc_sample: 2, mean reward: 38.093, std reward: 1.275
sample: 31, mc_sample: 2, mean reward: 26.49, std reward: 3.939
sample: 32, mc_sample: 2, mean reward: 17.807, std reward: 2.249
sample: 33, mc_sample: 2, mean reward: 32.756, std reward: 1.455
sample: 34, mc_sample: 2, mean reward: 28.983, std reward: 3.119
sample: 35, mc_sample: 2, mean reward: 32.764, std reward: 2.014
sample: 36, mc_sample: 2, mean reward: 21.554, std reward: 1.448
sample: 37, mc_sample: 2, mean reward: 37.149, std reward: 1.717
sample: 38, mc_sample: 2, mean reward: 31.025, std reward: 0.91
sample: 39, mc_sample: 2, mean reward: 24.74, std reward: 1.05
sample: 40, mc_sample: 2, mean reward: 39.631, std reward: 0.076
sample: 41, mc_sample: 2, mean reward: 28.376, std reward: 1.288
sample: 42, mc_sample: 2, mean reward: 34.614, std reward: 1.975
sample: 43, mc_sample: 2, mean reward: 18.746, std reward: 2.294
sample: 44, mc_sample: 2, mean reward: 24.302, std reward: 1.802
sample: 45, mc_sample: 2, mean reward: 36.253, std reward: 3.784
sample: 46, mc_sample: 2, mean reward: 32.422, std reward: 2.353
sample: 47, mc_sample: 2, mean reward: 32.633, std reward: 1.372
sample: 48, mc_sample: 2, mean reward: 35.817, std reward: 2.032
sample: 49, mc_sample: 2, mean reward: 32.818, std reward: 2.31
sample: 50, mc_sample: 2, mean reward: 40.293, std reward: 4.429
sample: 51, mc_sample: 2, mean reward: 29.99, std reward: 2.875
sample: 52, mc_sample: 2, mean reward: 31.394, std reward: 0.025
sample: 53, mc_sample: 2, mean reward: 21.953, std reward: 1.975
