sample: 0, mc_sample: 10, mean reward: 32.461, std reward: 6.568
sample: 1, mc_sample: 10, mean reward: 39.919, std reward: 4.381
sample: 2, mc_sample: 10, mean reward: 30.196, std reward: 2.792
sample: 3, mc_sample: 10, mean reward: 34.967, std reward: 5.31
sample: 4, mc_sample: 10, mean reward: 25.278, std reward: 2.309
sample: 5, mc_sample: 10, mean reward: 38.147, std reward: 3.698
sample: 6, mc_sample: 10, mean reward: 39.223, std reward: 2.973
sample: 7, mc_sample: 10, mean reward: 21.001, std reward: 2.499
sample: 8, mc_sample: 10, mean reward: 28.831, std reward: 2.703
sample: 9, mc_sample: 10, mean reward: 37.834, std reward: 4.326
sample: 10, mc_sample: 10, mean reward: 36.344, std reward: 3.989
sample: 11, mc_sample: 10, mean reward: 30.28, std reward: 4.716
sample: 12, mc_sample: 10, mean reward: 26.828, std reward: 3.037
sample: 13, mc_sample: 10, mean reward: 30.518, std reward: 2.904
sample: 14, mc_sample: 10, mean reward: 26.823, std reward: 3.262
sample: 15, mc_sample: 10, mean reward: 19.556, std reward: 1.94
sample: 16, mc_sample: 10, mean reward: 41.83, std reward: 3.847
sample: 17, mc_sample: 10, mean reward: 35.472, std reward: 4.156
sample: 18, mc_sample: 10, mean reward: 34.059, std reward: 2.182
sample: 19, mc_sample: 10, mean reward: 30.455, std reward: 3.927
sample: 20, mc_sample: 10, mean reward: 30.672, std reward: 2.675
sample: 21, mc_sample: 10, mean reward: 27.039, std reward: 2.952
sample: 22, mc_sample: 10, mean reward: 33.989, std reward: 4.158
sample: 23, mc_sample: 10, mean reward: 31.83, std reward: 3.138
sample: 24, mc_sample: 10, mean reward: 33.116, std reward: 4.45
sample: 25, mc_sample: 10, mean reward: 20.977, std reward: 3.872
sample: 26, mc_sample: 10, mean reward: 33.861, std reward: 3.687
sample: 27, mc_sample: 10, mean reward: 29.053, std reward: 3.889
sample: 28, mc_sample: 10, mean reward: 37.654, std reward: 2.582
sample: 29, mc_sample: 10, mean reward: 33.1, std reward: 3.109
sample: 30, mc_sample: 10, mean reward: 41.117, std reward: 4.837
sample: 31, mc_sample: 10, mean reward: 31.909, std reward: 4.833
sample: 32, mc_sample: 10, mean reward: 30.272, std reward: 4.033
sample: 33, mc_sample: 10, mean reward: 28.733, std reward: 4.619
sample: 34, mc_sample: 10, mean reward: 36.305, std reward: 3.095
sample: 35, mc_sample: 10, mean reward: 23.538, std reward: 2.456
sample: 36, mc_sample: 10, mean reward: 26.598, std reward: 3.71
sample: 37, mc_sample: 10, mean reward: 32.529, std reward: 4.513
sample: 38, mc_sample: 10, mean reward: 30.08, std reward: 2.321
sample: 39, mc_sample: 10, mean reward: 17.953, std reward: 2.294
sample: 40, mc_sample: 10, mean reward: 35.895, std reward: 2.452
sample: 41, mc_sample: 10, mean reward: 23.552, std reward: 3.61
sample: 42, mc_sample: 10, mean reward: 28.432, std reward: 2.473
sample: 43, mc_sample: 10, mean reward: 36.097, std reward: 4.132
sample: 44, mc_sample: 10, mean reward: 38.876, std reward: 3.349
sample: 45, mc_sample: 10, mean reward: 26.099, std reward: 2.202
sample: 46, mc_sample: 10, mean reward: 34.628, std reward: 3.779
sample: 47, mc_sample: 10, mean reward: 34.99, std reward: 3.781
sample: 48, mc_sample: 10, mean reward: 24.793, std reward: 4.161
sample: 49, mc_sample: 10, mean reward: 31.359, std reward: 2.49
sample: 50, mc_sample: 10, mean reward: 36.533, std reward: 4.315
sample: 51, mc_sample: 10, mean reward: 30.804, std reward: 4.026
sample: 52, mc_sample: 10, mean reward: 28.357, std reward: 4.214
sample: 53, mc_sample: 10, mean reward: 33.619, std reward: 5.61
sample: 54, mc_sample: 10, mean reward: 43.126, std reward: 4.421
sample: 55, mc_sample: 10, mean reward: 32.374, std reward: 3.871
sample: 56, mc_sample: 10, mean reward: 31.058, std reward: 3.67
sample: 57, mc_sample: 10, mean reward: 39.716, std reward: 3.394
sample: 58, mc_sample: 10, mean reward: 37.936, std reward: 2.739
sample: 59, mc_sample: 10, mean reward: 30.775, std reward: 3.075
sample: 60, mc_sample: 10, mean reward: 43.237, std reward: 4.159
sample: 61, mc_sample: 10, mean reward: 31.338, std reward: 3.251
sample: 62, mc_sample: 10, mean reward: 33.165, std reward: 2.872
sample: 63, mc_sample: 10, mean reward: 38.613, std reward: 2.745
sample: 64, mc_sample: 10, mean reward: 25.435, std reward: 4.86
sample: 65, mc_sample: 10, mean reward: 36.759, std reward: 2.976
sample: 66, mc_sample: 10, mean reward: 35.232, std reward: 3.197
sample: 67, mc_sample: 10, mean reward: 41.316, std reward: 3.053
sample: 68, mc_sample: 10, mean reward: 35.75, std reward: 2.152
sample: 69, mc_sample: 10, mean reward: 38.494, std reward: 4.556
