sample: 0, mc_sample: 5, mean reward: 23.745, std reward: 1.362
sample: 1, mc_sample: 5, mean reward: 35.296, std reward: 2.178
sample: 2, mc_sample: 5, mean reward: 20.91, std reward: 1.534
sample: 3, mc_sample: 5, mean reward: 28.277, std reward: 4.044
sample: 4, mc_sample: 5, mean reward: 30.61, std reward: 4.158
sample: 5, mc_sample: 5, mean reward: 26.843, std reward: 4.053
sample: 6, mc_sample: 5, mean reward: 15.025, std reward: 0.908
sample: 7, mc_sample: 5, mean reward: 36.451, std reward: 2.461
sample: 8, mc_sample: 5, mean reward: 34.107, std reward: 4.051
sample: 9, mc_sample: 5, mean reward: 29.499, std reward: 3.724
sample: 10, mc_sample: 5, mean reward: 20.509, std reward: 2.175
sample: 11, mc_sample: 5, mean reward: 29.188, std reward: 3.195
sample: 12, mc_sample: 5, mean reward: 21.844, std reward: 3.413
sample: 13, mc_sample: 5, mean reward: 27.46, std reward: 1.827
sample: 14, mc_sample: 5, mean reward: 29.689, std reward: 3.619
sample: 15, mc_sample: 5, mean reward: 24.559, std reward: 2.85
sample: 16, mc_sample: 5, mean reward: 31.294, std reward: 2.989
sample: 17, mc_sample: 5, mean reward: 27.529, std reward: 2.749
sample: 18, mc_sample: 5, mean reward: 14.906, std reward: 1.13
sample: 19, mc_sample: 5, mean reward: 19.192, std reward: 1.801
sample: 20, mc_sample: 5, mean reward: 28.235, std reward: 2.479
sample: 21, mc_sample: 5, mean reward: 22.841, std reward: 1.532
sample: 22, mc_sample: 5, mean reward: 31.615, std reward: 4.085
sample: 23, mc_sample: 5, mean reward: 31.196, std reward: 5.181
sample: 24, mc_sample: 5, mean reward: 20.3, std reward: 2.185
sample: 25, mc_sample: 5, mean reward: 27.048, std reward: 3.138
sample: 26, mc_sample: 5, mean reward: 35.752, std reward: 1.639
sample: 27, mc_sample: 5, mean reward: 25.698, std reward: 2.811
sample: 28, mc_sample: 5, mean reward: 29.024, std reward: 1.976
sample: 29, mc_sample: 5, mean reward: 35.677, std reward: 3.654
sample: 30, mc_sample: 5, mean reward: 27.105, std reward: 1.818
sample: 31, mc_sample: 5, mean reward: 25.192, std reward: 2.99
sample: 32, mc_sample: 5, mean reward: 24.024, std reward: 1.459
sample: 33, mc_sample: 5, mean reward: 28.055, std reward: 3.074
sample: 34, mc_sample: 5, mean reward: 24.379, std reward: 3.575
sample: 35, mc_sample: 5, mean reward: 31.496, std reward: 5.829
sample: 36, mc_sample: 5, mean reward: 22.337, std reward: 2.785
sample: 37, mc_sample: 5, mean reward: 40.162, std reward: 2.865
sample: 38, mc_sample: 5, mean reward: 16.596, std reward: 2.193
sample: 39, mc_sample: 5, mean reward: 15.106, std reward: 1.478
sample: 40, mc_sample: 5, mean reward: 31.085, std reward: 3.662
sample: 41, mc_sample: 5, mean reward: 27.759, std reward: 0.981
sample: 42, mc_sample: 5, mean reward: 32.332, std reward: 5.003
sample: 43, mc_sample: 5, mean reward: 24.672, std reward: 2.568
sample: 44, mc_sample: 5, mean reward: 25.511, std reward: 2.711
sample: 45, mc_sample: 5, mean reward: 27.795, std reward: 3.351
sample: 46, mc_sample: 5, mean reward: 28.306, std reward: 4.384
sample: 47, mc_sample: 5, mean reward: 33.092, std reward: 4.135
sample: 48, mc_sample: 5, mean reward: 36.498, std reward: 1.995
sample: 49, mc_sample: 5, mean reward: 19.187, std reward: 1.041
sample: 50, mc_sample: 5, mean reward: 27.509, std reward: 1.784
sample: 51, mc_sample: 5, mean reward: 18.439, std reward: 1.174
sample: 52, mc_sample: 5, mean reward: 31.997, std reward: 3.805
sample: 53, mc_sample: 5, mean reward: 39.098, std reward: 3.988
sample: 54, mc_sample: 5, mean reward: 31.018, std reward: 2.502
sample: 55, mc_sample: 5, mean reward: 32.104, std reward: 1.247
sample: 56, mc_sample: 5, mean reward: 16.595, std reward: 2.66
sample: 57, mc_sample: 5, mean reward: 27.851, std reward: 3.128
sample: 58, mc_sample: 5, mean reward: 16.99, std reward: 2.003
sample: 59, mc_sample: 5, mean reward: 29.136, std reward: 2.533
sample: 60, mc_sample: 5, mean reward: 34.742, std reward: 3.18
sample: 61, mc_sample: 5, mean reward: 20.818, std reward: 2.129
sample: 62, mc_sample: 5, mean reward: 30.714, std reward: 2.252
sample: 63, mc_sample: 5, mean reward: 26.978, std reward: 3.289
sample: 64, mc_sample: 5, mean reward: 35.413, std reward: 2.689
sample: 65, mc_sample: 5, mean reward: 26.272, std reward: 2.772
sample: 66, mc_sample: 5, mean reward: 22.851, std reward: 3.589
sample: 67, mc_sample: 5, mean reward: 21.736, std reward: 2.835
sample: 68, mc_sample: 5, mean reward: 22.959, std reward: 3.39
sample: 69, mc_sample: 5, mean reward: 32.818, std reward: 4.177
sample: 70, mc_sample: 5, mean reward: 29.431, std reward: 4.468
sample: 71, mc_sample: 5, mean reward: 26.929, std reward: 2.619
sample: 72, mc_sample: 5, mean reward: 25.021, std reward: 2.527
sample: 73, mc_sample: 5, mean reward: 38.261, std reward: 5.23
sample: 74, mc_sample: 5, mean reward: 24.424, std reward: 4.381
sample: 75, mc_sample: 5, mean reward: 23.686, std reward: 0.838
sample: 76, mc_sample: 5, mean reward: 16.173, std reward: 2.262
sample: 77, mc_sample: 5, mean reward: 19.871, std reward: 2.619
sample: 78, mc_sample: 5, mean reward: 35.965, std reward: 6.0
sample: 79, mc_sample: 5, mean reward: 43.115, std reward: 4.378
sample: 80, mc_sample: 5, mean reward: 40.999, std reward: 6.543
sample: 81, mc_sample: 5, mean reward: 32.685, std reward: 3.329
sample: 82, mc_sample: 5, mean reward: 36.706, std reward: 4.219
sample: 83, mc_sample: 5, mean reward: 20.245, std reward: 2.39
sample: 84, mc_sample: 5, mean reward: 34.723, std reward: 3.986
sample: 85, mc_sample: 5, mean reward: 28.787, std reward: 2.018
sample: 86, mc_sample: 5, mean reward: 30.147, std reward: 5.462
sample: 87, mc_sample: 5, mean reward: 28.503, std reward: 3.549
sample: 88, mc_sample: 5, mean reward: 39.66, std reward: 4.287
sample: 89, mc_sample: 5, mean reward: 29.947, std reward: 3.564
sample: 90, mc_sample: 5, mean reward: 30.724, std reward: 4.09
sample: 91, mc_sample: 5, mean reward: 37.296, std reward: 3.623
sample: 92, mc_sample: 5, mean reward: 28.484, std reward: 4.277
sample: 93, mc_sample: 5, mean reward: 35.691, std reward: 8.607
sample: 94, mc_sample: 5, mean reward: 37.215, std reward: 2.406
sample: 95, mc_sample: 5, mean reward: 40.099, std reward: 5.097
sample: 96, mc_sample: 5, mean reward: 20.104, std reward: 2.415
sample: 97, mc_sample: 5, mean reward: 32.93, std reward: 5.366
sample: 98, mc_sample: 5, mean reward: 26.676, std reward: 1.286
sample: 99, mc_sample: 5, mean reward: 26.85, std reward: 3.53
sample: 100, mc_sample: 5, mean reward: 21.559, std reward: 1.834
sample: 101, mc_sample: 5, mean reward: 22.977, std reward: 2.471
sample: 102, mc_sample: 5, mean reward: 35.885, std reward: 4.548
sample: 103, mc_sample: 5, mean reward: 42.432, std reward: 5.162
sample: 104, mc_sample: 5, mean reward: 34.294, std reward: 2.737
sample: 105, mc_sample: 5, mean reward: 24.477, std reward: 2.302
sample: 106, mc_sample: 5, mean reward: 18.158, std reward: 3.029
sample: 107, mc_sample: 5, mean reward: 33.611, std reward: 3.474
sample: 108, mc_sample: 5, mean reward: 30.616, std reward: 1.529
sample: 109, mc_sample: 5, mean reward: 32.033, std reward: 2.13
sample: 110, mc_sample: 5, mean reward: 24.496, std reward: 3.057
sample: 111, mc_sample: 5, mean reward: 30.484, std reward: 1.275
sample: 112, mc_sample: 5, mean reward: 39.706, std reward: 4.667
sample: 113, mc_sample: 5, mean reward: 34.861, std reward: 2.893
sample: 114, mc_sample: 5, mean reward: 38.402, std reward: 3.778
sample: 115, mc_sample: 5, mean reward: 26.661, std reward: 3.254
sample: 116, mc_sample: 5, mean reward: 19.362, std reward: 3.499
sample: 117, mc_sample: 5, mean reward: 29.638, std reward: 3.005
sample: 118, mc_sample: 5, mean reward: 28.277, std reward: 1.588
sample: 119, mc_sample: 5, mean reward: 38.178, std reward: 3.057
sample: 120, mc_sample: 5, mean reward: 26.568, std reward: 3.759
sample: 121, mc_sample: 5, mean reward: 22.912, std reward: 2.239
sample: 122, mc_sample: 5, mean reward: 26.464, std reward: 2.306
sample: 123, mc_sample: 5, mean reward: 22.298, std reward: 2.819
sample: 124, mc_sample: 5, mean reward: 29.809, std reward: 3.256
sample: 125, mc_sample: 5, mean reward: 37.799, std reward: 3.879
sample: 126, mc_sample: 5, mean reward: 33.738, std reward: 2.738
sample: 127, mc_sample: 5, mean reward: 25.173, std reward: 4.511
sample: 128, mc_sample: 5, mean reward: 32.342, std reward: 3.375
sample: 129, mc_sample: 5, mean reward: 26.002, std reward: 1.984
sample: 130, mc_sample: 5, mean reward: 32.054, std reward: 2.786
sample: 131, mc_sample: 5, mean reward: 39.948, std reward: 5.903
sample: 132, mc_sample: 5, mean reward: 18.331, std reward: 1.144
sample: 133, mc_sample: 5, mean reward: 31.446, std reward: 3.17
sample: 134, mc_sample: 5, mean reward: 33.928, std reward: 4.595
sample: 135, mc_sample: 5, mean reward: 39.434, std reward: 3.299
sample: 136, mc_sample: 5, mean reward: 27.736, std reward: 3.661
sample: 137, mc_sample: 5, mean reward: 21.711, std reward: 3.351
sample: 138, mc_sample: 5, mean reward: 35.92, std reward: 4.161
sample: 139, mc_sample: 5, mean reward: 34.485, std reward: 3.142
sample: 140, mc_sample: 5, mean reward: 23.062, std reward: 1.085
sample: 141, mc_sample: 5, mean reward: 28.624, std reward: 3.15
sample: 142, mc_sample: 5, mean reward: 31.179, std reward: 2.974
sample: 143, mc_sample: 5, mean reward: 23.968, std reward: 1.28
sample: 144, mc_sample: 5, mean reward: 23.839, std reward: 2.219
sample: 145, mc_sample: 5, mean reward: 34.562, std reward: 4.611
sample: 146, mc_sample: 5, mean reward: 25.314, std reward: 3.224
sample: 147, mc_sample: 5, mean reward: 33.701, std reward: 2.918
sample: 148, mc_sample: 5, mean reward: 25.67, std reward: 3.065
sample: 149, mc_sample: 5, mean reward: 26.265, std reward: 2.715
sample: 150, mc_sample: 5, mean reward: 31.773, std reward: 3.509
sample: 151, mc_sample: 5, mean reward: 28.961, std reward: 3.45
sample: 152, mc_sample: 5, mean reward: 22.91, std reward: 3.057
sample: 153, mc_sample: 5, mean reward: 35.892, std reward: 4.051
sample: 154, mc_sample: 5, mean reward: 18.075, std reward: 1.039
sample: 155, mc_sample: 5, mean reward: 32.552, std reward: 5.013
sample: 156, mc_sample: 5, mean reward: 26.038, std reward: 4.718
sample: 157, mc_sample: 5, mean reward: 27.681, std reward: 3.646
sample: 158, mc_sample: 5, mean reward: 28.823, std reward: 6.304
sample: 159, mc_sample: 5, mean reward: 36.606, std reward: 3.839
sample: 160, mc_sample: 5, mean reward: 35.157, std reward: 5.516
sample: 161, mc_sample: 5, mean reward: 34.901, std reward: 3.945
sample: 162, mc_sample: 5, mean reward: 32.148, std reward: 2.629
sample: 163, mc_sample: 5, mean reward: 35.124, std reward: 4.046
sample: 164, mc_sample: 5, mean reward: 38.35, std reward: 6.062
sample: 165, mc_sample: 5, mean reward: 41.22, std reward: 1.081
sample: 166, mc_sample: 5, mean reward: 35.662, std reward: 4.81
sample: 167, mc_sample: 5, mean reward: 22.387, std reward: 2.543
sample: 168, mc_sample: 5, mean reward: 33.93, std reward: 2.382
sample: 169, mc_sample: 5, mean reward: 33.131, std reward: 4.253
sample: 170, mc_sample: 5, mean reward: 32.446, std reward: 6.057
sample: 171, mc_sample: 5, mean reward: 39.464, std reward: 1.376
sample: 172, mc_sample: 5, mean reward: 32.512, std reward: 3.191
sample: 173, mc_sample: 5, mean reward: 38.056, std reward: 4.949
sample: 174, mc_sample: 5, mean reward: 37.755, std reward: 5.443
sample: 175, mc_sample: 5, mean reward: 23.854, std reward: 2.962
sample: 176, mc_sample: 5, mean reward: 27.303, std reward: 5.276
sample: 177, mc_sample: 5, mean reward: 19.462, std reward: 2.132
sample: 178, mc_sample: 5, mean reward: 34.816, std reward: 3.296
sample: 179, mc_sample: 5, mean reward: 35.161, std reward: 3.615
sample: 180, mc_sample: 5, mean reward: 33.662, std reward: 4.461
sample: 181, mc_sample: 5, mean reward: 29.282, std reward: 3.097
sample: 182, mc_sample: 5, mean reward: 40.691, std reward: 4.225
sample: 183, mc_sample: 5, mean reward: 41.738, std reward: 2.027
sample: 184, mc_sample: 5, mean reward: 28.545, std reward: 2.826
sample: 185, mc_sample: 5, mean reward: 27.516, std reward: 2.875
sample: 186, mc_sample: 5, mean reward: 32.558, std reward: 3.935
sample: 187, mc_sample: 5, mean reward: 28.595, std reward: 3.146
sample: 188, mc_sample: 5, mean reward: 29.299, std reward: 3.157
sample: 189, mc_sample: 5, mean reward: 43.144, std reward: 5.018
sample: 190, mc_sample: 5, mean reward: 33.251, std reward: 4.261
sample: 191, mc_sample: 5, mean reward: 30.924, std reward: 3.045
sample: 192, mc_sample: 5, mean reward: 30.238, std reward: 1.409
sample: 193, mc_sample: 5, mean reward: 24.685, std reward: 3.903
sample: 194, mc_sample: 5, mean reward: 30.671, std reward: 3.339
sample: 195, mc_sample: 5, mean reward: 33.911, std reward: 2.64
sample: 196, mc_sample: 5, mean reward: 26.239, std reward: 2.299
sample: 197, mc_sample: 5, mean reward: 30.714, std reward: 0.633
sample: 198, mc_sample: 5, mean reward: 21.545, std reward: 1.709
sample: 199, mc_sample: 5, mean reward: 30.957, std reward: 4.577
sample: 200, mc_sample: 5, mean reward: 33.953, std reward: 3.936
sample: 201, mc_sample: 5, mean reward: 36.07, std reward: 2.824
sample: 202, mc_sample: 5, mean reward: 30.991, std reward: 3.336
sample: 203, mc_sample: 5, mean reward: 22.774, std reward: 2.456
sample: 204, mc_sample: 5, mean reward: 38.901, std reward: 3.344
sample: 205, mc_sample: 5, mean reward: 40.741, std reward: 4.025
sample: 206, mc_sample: 5, mean reward: 27.151, std reward: 2.923
sample: 207, mc_sample: 5, mean reward: 31.125, std reward: 2.345
sample: 208, mc_sample: 5, mean reward: 25.019, std reward: 2.271
sample: 209, mc_sample: 5, mean reward: 30.075, std reward: 3.317
sample: 210, mc_sample: 5, mean reward: 28.95, std reward: 2.751
sample: 211, mc_sample: 5, mean reward: 26.965, std reward: 2.845
sample: 212, mc_sample: 5, mean reward: 32.716, std reward: 2.392
sample: 213, mc_sample: 5, mean reward: 31.165, std reward: 4.0
sample: 214, mc_sample: 5, mean reward: 31.203, std reward: 1.948
sample: 215, mc_sample: 5, mean reward: 35.567, std reward: 3.07
sample: 216, mc_sample: 5, mean reward: 25.893, std reward: 2.85
sample: 217, mc_sample: 5, mean reward: 31.064, std reward: 4.438
sample: 218, mc_sample: 5, mean reward: 23.232, std reward: 4.276
sample: 219, mc_sample: 5, mean reward: 38.935, std reward: 3.936
sample: 220, mc_sample: 5, mean reward: 32.187, std reward: 3.192
sample: 221, mc_sample: 5, mean reward: 41.524, std reward: 6.909
sample: 222, mc_sample: 5, mean reward: 38.526, std reward: 3.097
sample: 223, mc_sample: 5, mean reward: 28.042, std reward: 3.088
sample: 224, mc_sample: 5, mean reward: 39.335, std reward: 6.065
sample: 225, mc_sample: 5, mean reward: 26.509, std reward: 3.415
sample: 226, mc_sample: 5, mean reward: 34.517, std reward: 2.672
sample: 227, mc_sample: 5, mean reward: 16.916, std reward: 0.694
sample: 228, mc_sample: 5, mean reward: 37.611, std reward: 3.613
sample: 229, mc_sample: 5, mean reward: 28.393, std reward: 2.288
sample: 230, mc_sample: 5, mean reward: 35.722, std reward: 4.265
sample: 231, mc_sample: 5, mean reward: 38.932, std reward: 6.433
sample: 232, mc_sample: 5, mean reward: 37.27, std reward: 1.629
sample: 233, mc_sample: 5, mean reward: 45.78, std reward: 5.499
sample: 234, mc_sample: 5, mean reward: 37.334, std reward: 4.952
sample: 235, mc_sample: 5, mean reward: 48.82, std reward: 4.756
sample: 236, mc_sample: 5, mean reward: 34.516, std reward: 2.476
sample: 237, mc_sample: 5, mean reward: 30.891, std reward: 5.551
sample: 238, mc_sample: 5, mean reward: 25.252, std reward: 2.49
sample: 239, mc_sample: 5, mean reward: 37.389, std reward: 4.09
sample: 240, mc_sample: 5, mean reward: 35.112, std reward: 1.948
sample: 241, mc_sample: 5, mean reward: 40.085, std reward: 4.246
sample: 242, mc_sample: 5, mean reward: 34.66, std reward: 1.755
sample: 243, mc_sample: 5, mean reward: 21.646, std reward: 2.27
sample: 244, mc_sample: 5, mean reward: 35.248, std reward: 4.022
sample: 245, mc_sample: 5, mean reward: 38.038, std reward: 1.78
sample: 246, mc_sample: 5, mean reward: 30.086, std reward: 4.77
sample: 247, mc_sample: 5, mean reward: 26.364, std reward: 3.411
sample: 248, mc_sample: 5, mean reward: 33.615, std reward: 3.803
sample: 249, mc_sample: 5, mean reward: 32.957, std reward: 2.065
sample: 250, mc_sample: 5, mean reward: 29.273, std reward: 3.978
sample: 251, mc_sample: 5, mean reward: 34.972, std reward: 5.374
sample: 252, mc_sample: 5, mean reward: 39.411, std reward: 6.214
sample: 253, mc_sample: 5, mean reward: 31.547, std reward: 2.806
sample: 254, mc_sample: 5, mean reward: 21.071, std reward: 1.413
sample: 255, mc_sample: 5, mean reward: 35.54, std reward: 3.185
