sample: 0, mc_sample: 15, mean reward: 26.843, std reward: 4.379
sample: 1, mc_sample: 15, mean reward: 24.539, std reward: 4.434
sample: 2, mc_sample: 15, mean reward: 35.871, std reward: 5.464
sample: 3, mc_sample: 15, mean reward: 20.973, std reward: 3.731
sample: 4, mc_sample: 15, mean reward: 30.244, std reward: 3.518
sample: 5, mc_sample: 15, mean reward: 33.497, std reward: 3.676
sample: 6, mc_sample: 15, mean reward: 27.285, std reward: 2.12
sample: 7, mc_sample: 15, mean reward: 22.294, std reward: 3.36
sample: 8, mc_sample: 15, mean reward: 33.123, std reward: 3.056
sample: 9, mc_sample: 15, mean reward: 34.257, std reward: 3.546
sample: 10, mc_sample: 15, mean reward: 19.427, std reward: 2.531
sample: 11, mc_sample: 15, mean reward: 35.257, std reward: 3.328
sample: 12, mc_sample: 15, mean reward: 35.486, std reward: 4.843
sample: 13, mc_sample: 15, mean reward: 23.657, std reward: 3.592
sample: 14, mc_sample: 15, mean reward: 23.983, std reward: 3.182
sample: 15, mc_sample: 15, mean reward: 27.977, std reward: 2.491
sample: 16, mc_sample: 15, mean reward: 34.134, std reward: 2.326
sample: 17, mc_sample: 15, mean reward: 37.136, std reward: 3.357
sample: 18, mc_sample: 15, mean reward: 28.233, std reward: 2.058
sample: 19, mc_sample: 15, mean reward: 32.501, std reward: 2.74
sample: 20, mc_sample: 15, mean reward: 32.326, std reward: 4.742
sample: 21, mc_sample: 15, mean reward: 32.125, std reward: 2.895
sample: 22, mc_sample: 15, mean reward: 37.09, std reward: 3.615
sample: 23, mc_sample: 15, mean reward: 19.902, std reward: 2.978
sample: 24, mc_sample: 15, mean reward: 21.017, std reward: 1.774
sample: 25, mc_sample: 15, mean reward: 28.645, std reward: 4.184
sample: 26, mc_sample: 15, mean reward: 29.083, std reward: 3.701
sample: 27, mc_sample: 15, mean reward: 42.964, std reward: 5.005
sample: 28, mc_sample: 15, mean reward: 44.658, std reward: 4.74
sample: 29, mc_sample: 15, mean reward: 28.967, std reward: 4.748
sample: 30, mc_sample: 15, mean reward: 25.001, std reward: 3.979
sample: 31, mc_sample: 15, mean reward: 29.918, std reward: 4.506
sample: 32, mc_sample: 15, mean reward: 37.37, std reward: 4.857
sample: 33, mc_sample: 15, mean reward: 20.832, std reward: 4.308
sample: 34, mc_sample: 15, mean reward: 26.983, std reward: 2.79
sample: 35, mc_sample: 15, mean reward: 23.216, std reward: 3.312
sample: 36, mc_sample: 15, mean reward: 31.507, std reward: 3.896
sample: 37, mc_sample: 15, mean reward: 34.576, std reward: 3.593
sample: 38, mc_sample: 15, mean reward: 35.846, std reward: 4.224
sample: 39, mc_sample: 15, mean reward: 25.367, std reward: 3.414
sample: 40, mc_sample: 15, mean reward: 18.239, std reward: 2.808
sample: 41, mc_sample: 15, mean reward: 26.765, std reward: 3.198
sample: 42, mc_sample: 15, mean reward: 32.339, std reward: 3.086
sample: 43, mc_sample: 15, mean reward: 28.406, std reward: 3.221
sample: 44, mc_sample: 15, mean reward: 40.62, std reward: 4.795
sample: 45, mc_sample: 15, mean reward: 34.299, std reward: 4.813
sample: 46, mc_sample: 15, mean reward: 33.965, std reward: 3.474
sample: 47, mc_sample: 15, mean reward: 30.09, std reward: 4.252
sample: 48, mc_sample: 15, mean reward: 37.175, std reward: 5.131
sample: 49, mc_sample: 15, mean reward: 31.833, std reward: 4.061
sample: 50, mc_sample: 15, mean reward: 30.414, std reward: 3.861
sample: 51, mc_sample: 15, mean reward: 37.009, std reward: 4.582
sample: 52, mc_sample: 15, mean reward: 33.477, std reward: 4.591
sample: 53, mc_sample: 15, mean reward: 40.246, std reward: 4.425
sample: 54, mc_sample: 15, mean reward: 35.503, std reward: 4.089
sample: 55, mc_sample: 15, mean reward: 31.086, std reward: 2.926
sample: 56, mc_sample: 15, mean reward: 23.682, std reward: 3.229
sample: 57, mc_sample: 15, mean reward: 24.231, std reward: 1.815
sample: 58, mc_sample: 15, mean reward: 41.886, std reward: 5.342
sample: 59, mc_sample: 15, mean reward: 30.876, std reward: 4.256
sample: 60, mc_sample: 15, mean reward: 37.269, std reward: 3.673
sample: 61, mc_sample: 15, mean reward: 40.641, std reward: 4.102
sample: 62, mc_sample: 15, mean reward: 31.892, std reward: 3.476
sample: 63, mc_sample: 15, mean reward: 37.478, std reward: 5.405
sample: 64, mc_sample: 15, mean reward: 35.36, std reward: 5.212
sample: 65, mc_sample: 15, mean reward: 21.523, std reward: 2.707
sample: 66, mc_sample: 15, mean reward: 36.611, std reward: 3.876
sample: 67, mc_sample: 15, mean reward: 30.025, std reward: 4.202
sample: 68, mc_sample: 15, mean reward: 27.075, std reward: 4.021
sample: 69, mc_sample: 15, mean reward: 25.833, std reward: 3.558
sample: 70, mc_sample: 15, mean reward: 24.304, std reward: 3.607
sample: 71, mc_sample: 15, mean reward: 34.068, std reward: 6.31
sample: 72, mc_sample: 15, mean reward: 33.348, std reward: 3.497
sample: 73, mc_sample: 15, mean reward: 25.567, std reward: 2.998
sample: 74, mc_sample: 15, mean reward: 37.413, std reward: 3.984
sample: 75, mc_sample: 15, mean reward: 34.038, std reward: 3.392
sample: 76, mc_sample: 15, mean reward: 28.507, std reward: 2.599
sample: 77, mc_sample: 15, mean reward: 33.205, std reward: 4.83
sample: 78, mc_sample: 15, mean reward: 30.034, std reward: 3.74
sample: 79, mc_sample: 15, mean reward: 40.885, std reward: 3.584
sample: 80, mc_sample: 15, mean reward: 27.511, std reward: 2.571
sample: 81, mc_sample: 15, mean reward: 43.948, std reward: 5.2
sample: 82, mc_sample: 15, mean reward: 33.78, std reward: 3.285
sample: 83, mc_sample: 15, mean reward: 31.277, std reward: 3.851
sample: 84, mc_sample: 15, mean reward: 29.381, std reward: 3.376
sample: 85, mc_sample: 15, mean reward: 34.699, std reward: 3.832
sample: 86, mc_sample: 15, mean reward: 32.434, std reward: 4.367
sample: 87, mc_sample: 15, mean reward: 39.473, std reward: 5.895
sample: 88, mc_sample: 15, mean reward: 31.481, std reward: 3.684
sample: 89, mc_sample: 15, mean reward: 38.266, std reward: 4.717
sample: 90, mc_sample: 15, mean reward: 40.497, std reward: 5.108
sample: 91, mc_sample: 15, mean reward: 31.688, std reward: 2.604
sample: 92, mc_sample: 15, mean reward: 21.886, std reward: 3.31
sample: 93, mc_sample: 15, mean reward: 35.352, std reward: 3.508
sample: 94, mc_sample: 15, mean reward: 39.53, std reward: 4.314
sample: 95, mc_sample: 15, mean reward: 29.954, std reward: 3.539
sample: 96, mc_sample: 15, mean reward: 37.7, std reward: 5.358
sample: 97, mc_sample: 15, mean reward: 37.453, std reward: 3.098
sample: 98, mc_sample: 15, mean reward: 22.468, std reward: 2.863
sample: 99, mc_sample: 15, mean reward: 27.216, std reward: 3.198
sample: 100, mc_sample: 15, mean reward: 34.138, std reward: 4.629
sample: 101, mc_sample: 15, mean reward: 37.725, std reward: 4.635
sample: 102, mc_sample: 15, mean reward: 34.21, std reward: 3.621
sample: 103, mc_sample: 15, mean reward: 17.825, std reward: 2.715
sample: 104, mc_sample: 15, mean reward: 29.139, std reward: 2.684
sample: 105, mc_sample: 15, mean reward: 36.054, std reward: 4.78
