sample: 0, mc_sample: 15, mean reward: 30.074, std reward: 3.017
sample: 1, mc_sample: 15, mean reward: 42.501, std reward: 4.863
sample: 2, mc_sample: 15, mean reward: 27.351, std reward: 2.538
sample: 3, mc_sample: 15, mean reward: 35.439, std reward: 3.664
sample: 4, mc_sample: 15, mean reward: 26.809, std reward: 2.522
sample: 5, mc_sample: 15, mean reward: 40.547, std reward: 4.511
sample: 6, mc_sample: 15, mean reward: 36.43, std reward: 3.82
sample: 7, mc_sample: 15, mean reward: 26.033, std reward: 3.713
sample: 8, mc_sample: 15, mean reward: 22.091, std reward: 3.076
sample: 9, mc_sample: 15, mean reward: 31.821, std reward: 4.568
sample: 10, mc_sample: 15, mean reward: 23.9, std reward: 3.151
sample: 11, mc_sample: 15, mean reward: 23.128, std reward: 2.602
sample: 12, mc_sample: 15, mean reward: 21.433, std reward: 3.968
sample: 13, mc_sample: 15, mean reward: 29.856, std reward: 2.973
sample: 14, mc_sample: 15, mean reward: 28.298, std reward: 4.42
sample: 15, mc_sample: 15, mean reward: 29.357, std reward: 2.734
sample: 16, mc_sample: 15, mean reward: 23.973, std reward: 2.679
sample: 17, mc_sample: 15, mean reward: 28.351, std reward: 3.612
sample: 18, mc_sample: 15, mean reward: 26.92, std reward: 2.506
sample: 19, mc_sample: 15, mean reward: 32.355, std reward: 4.472
sample: 20, mc_sample: 15, mean reward: 25.29, std reward: 3.295
sample: 21, mc_sample: 15, mean reward: 20.632, std reward: 3.243
sample: 22, mc_sample: 15, mean reward: 21.726, std reward: 3.742
sample: 23, mc_sample: 15, mean reward: 16.705, std reward: 2.004
sample: 24, mc_sample: 15, mean reward: 33.047, std reward: 4.42
sample: 25, mc_sample: 15, mean reward: 45.85, std reward: 5.417
sample: 26, mc_sample: 15, mean reward: 39.796, std reward: 4.84
sample: 27, mc_sample: 15, mean reward: 33.747, std reward: 4.729
sample: 28, mc_sample: 15, mean reward: 30.633, std reward: 6.797
sample: 29, mc_sample: 15, mean reward: 42.674, std reward: 4.921
sample: 30, mc_sample: 15, mean reward: 37.709, std reward: 3.42
sample: 31, mc_sample: 15, mean reward: 37.895, std reward: 3.147
sample: 32, mc_sample: 15, mean reward: 30.763, std reward: 3.824
sample: 33, mc_sample: 15, mean reward: 34.686, std reward: 4.445
sample: 34, mc_sample: 15, mean reward: 35.893, std reward: 4.735
sample: 35, mc_sample: 15, mean reward: 46.267, std reward: 4.451
sample: 36, mc_sample: 15, mean reward: 46.979, std reward: 6.871
sample: 37, mc_sample: 15, mean reward: 30.649, std reward: 2.162
sample: 38, mc_sample: 15, mean reward: 37.34, std reward: 5.202
sample: 39, mc_sample: 15, mean reward: 35.455, std reward: 3.114
sample: 40, mc_sample: 15, mean reward: 42.44, std reward: 5.088
sample: 41, mc_sample: 15, mean reward: 33.844, std reward: 4.025
sample: 42, mc_sample: 15, mean reward: 40.861, std reward: 3.483
sample: 43, mc_sample: 15, mean reward: 47.648, std reward: 5.511
sample: 44, mc_sample: 15, mean reward: 33.379, std reward: 3.916
sample: 45, mc_sample: 15, mean reward: 37.75, std reward: 3.413
sample: 46, mc_sample: 15, mean reward: 36.335, std reward: 3.834
sample: 47, mc_sample: 15, mean reward: 34.682, std reward: 4.086
sample: 48, mc_sample: 15, mean reward: 36.41, std reward: 5.593
sample: 49, mc_sample: 15, mean reward: 42.395, std reward: 5.054
sample: 50, mc_sample: 15, mean reward: 32.234, std reward: 3.78
sample: 51, mc_sample: 15, mean reward: 36.345, std reward: 4.459
sample: 52, mc_sample: 15, mean reward: 32.409, std reward: 3.554
sample: 53, mc_sample: 15, mean reward: 30.107, std reward: 3.279
sample: 54, mc_sample: 15, mean reward: 33.88, std reward: 3.907
sample: 55, mc_sample: 15, mean reward: 28.302, std reward: 3.135
sample: 56, mc_sample: 15, mean reward: 33.433, std reward: 3.439
sample: 57, mc_sample: 15, mean reward: 32.075, std reward: 5.489
sample: 58, mc_sample: 15, mean reward: 32.861, std reward: 3.225
sample: 59, mc_sample: 15, mean reward: 36.788, std reward: 3.121
sample: 60, mc_sample: 15, mean reward: 32.44, std reward: 2.156
sample: 61, mc_sample: 15, mean reward: 31.922, std reward: 2.743
sample: 62, mc_sample: 15, mean reward: 34.101, std reward: 2.801
sample: 63, mc_sample: 15, mean reward: 37.374, std reward: 2.515
sample: 64, mc_sample: 15, mean reward: 28.606, std reward: 3.4
sample: 65, mc_sample: 15, mean reward: 30.103, std reward: 2.158
sample: 66, mc_sample: 15, mean reward: 31.927, std reward: 3.663
sample: 67, mc_sample: 15, mean reward: 34.67, std reward: 2.436
sample: 68, mc_sample: 15, mean reward: 31.09, std reward: 3.171
sample: 69, mc_sample: 15, mean reward: 33.975, std reward: 3.589
sample: 70, mc_sample: 15, mean reward: 30.484, std reward: 3.477
sample: 71, mc_sample: 15, mean reward: 32.531, std reward: 4.225
sample: 72, mc_sample: 15, mean reward: 33.675, std reward: 4.286
sample: 73, mc_sample: 15, mean reward: 40.693, std reward: 4.71
sample: 74, mc_sample: 15, mean reward: 31.56, std reward: 4.572
sample: 75, mc_sample: 15, mean reward: 46.167, std reward: 4.599
sample: 76, mc_sample: 15, mean reward: 55.395, std reward: 7.03
sample: 77, mc_sample: 15, mean reward: 61.128, std reward: 9.327
sample: 78, mc_sample: 15, mean reward: 51.524, std reward: 4.645
sample: 79, mc_sample: 15, mean reward: 58.797, std reward: 9.137
sample: 80, mc_sample: 15, mean reward: 55.084, std reward: 4.796
sample: 81, mc_sample: 15, mean reward: 51.865, std reward: 6.208
sample: 82, mc_sample: 15, mean reward: 51.694, std reward: 4.943
sample: 83, mc_sample: 15, mean reward: 51.506, std reward: 5.573
sample: 84, mc_sample: 15, mean reward: 53.999, std reward: 6.231
sample: 85, mc_sample: 15, mean reward: 60.22, std reward: 6.979
sample: 86, mc_sample: 15, mean reward: 59.382, std reward: 5.554
sample: 87, mc_sample: 15, mean reward: 55.362, std reward: 5.708
sample: 88, mc_sample: 15, mean reward: 54.39, std reward: 4.165
sample: 89, mc_sample: 15, mean reward: 57.695, std reward: 5.673
sample: 90, mc_sample: 15, mean reward: 45.705, std reward: 6.009
sample: 91, mc_sample: 15, mean reward: 58.749, std reward: 6.005
sample: 92, mc_sample: 15, mean reward: 53.711, std reward: 5.044
sample: 93, mc_sample: 15, mean reward: 52.759, std reward: 5.755
sample: 94, mc_sample: 15, mean reward: 55.756, std reward: 6.107
sample: 95, mc_sample: 15, mean reward: 55.399, std reward: 6.066
sample: 96, mc_sample: 15, mean reward: 56.03, std reward: 6.809
sample: 97, mc_sample: 15, mean reward: 53.935, std reward: 6.53
sample: 98, mc_sample: 15, mean reward: 47.033, std reward: 5.297
sample: 99, mc_sample: 15, mean reward: 57.297, std reward: 5.562
sample: 100, mc_sample: 15, mean reward: 36.308, std reward: 4.337
sample: 101, mc_sample: 15, mean reward: 37.434, std reward: 4.392
sample: 102, mc_sample: 15, mean reward: 33.596, std reward: 2.745
sample: 103, mc_sample: 15, mean reward: 34.487, std reward: 4.172
sample: 104, mc_sample: 15, mean reward: 37.568, std reward: 3.981
sample: 105, mc_sample: 15, mean reward: 34.612, std reward: 4.894
sample: 106, mc_sample: 15, mean reward: 38.941, std reward: 5.426
sample: 107, mc_sample: 15, mean reward: 38.955, std reward: 4.208
sample: 108, mc_sample: 15, mean reward: 36.33, std reward: 3.532
sample: 109, mc_sample: 15, mean reward: 39.723, std reward: 4.043
sample: 110, mc_sample: 15, mean reward: 40.387, std reward: 4.08
sample: 111, mc_sample: 15, mean reward: 35.698, std reward: 3.898
sample: 112, mc_sample: 15, mean reward: 37.343, std reward: 2.59
sample: 113, mc_sample: 15, mean reward: 36.586, std reward: 4.042
sample: 114, mc_sample: 15, mean reward: 38.048, std reward: 3.54
sample: 115, mc_sample: 15, mean reward: 36.212, std reward: 4.498
